,PLAYER,TEAM,GP,MPG,BLK,PF,BLKPG,BLKP40M,BLK/PF,RK,Year
11,"Michale Kyser, F",LT,33,28.0,95,88,2.88,4.11,1.08,12,2015
12,"A.J. Hammons, C",PUR,33,24.2,95,84,2.88,4.76,1.13,13,2015
13,"Amdy Fall, F",SFNY,28,23.6,79,80,2.82,4.79,0.99,14,2015
14,"Kendall Gray, C",DSU,34,33.8,95,92,2.79,3.31,1.03,15,2015
15,"Reggie Lynch, C",ILST,31,22.3,85,114,2.74,4.93,0.75,16,2015
16,"Christian Wood, F",UNLV,33,32.7,90,86,2.73,3.34,1.05,17,2015
17,"Myles Turner, F",TEX,33,22.4,88,78,2.67,4.76,1.13,18,2015
18,"Richaun Holmes, F",BGSU,30,28.9,80,75,2.67,3.69,1.07,19,2015
19,"BeeJay Anya, F",NCST,33,19.4,87,88,2.64,5.44,0.99,20,2015
20,"AJ West, F",NEV,30,29.1,79,84,2.63,3.62,0.94,21,2015
21,"Jordan Bell, F",ORE,33,23.5,86,90,2.61,4.44,0.96,22,2015
22,"Jaleel Roberts, C",UNCA,30,19.3,78,86,2.60,5.40,0.91,23,2015
23,"Youssou Ndoye, C",SBON,30,31.9,78,88,2.60,3.26,0.89,24,2015
24,"Carson Desrosiers, F",PROV,31,25.2,79,91,2.55,4.04,0.87,25,2015
25,"Cedric Kuakumensah, F",BRWN,30,28.1,76,97,2.53,3.61,0.78,26,2015
26,"Rakeem Christmas, F",SYR,31,34.3,78,105,2.52,2.93,0.74,27,2015
27,"Skylar Spencer, F",SDSU,34,23.3,85,62,2.50,4.30,1.37,28,2015
28,"Jito Kok, C",USD,30,23.2,75,75,2.50,4.31,1.00,29,2015
29,"Collin Spickerman, C",PRST,29,20.8,72,68,2.48,4.77,1.06,30,2015
30,"Jameel Warney, F",STON,34,33.1,84,70,2.47,2.98,1.20,31,2015
31,"Sir'Dominic Pointer, G",SJU,32,34.5,78,95,2.44,2.83,0.82,32,2015
32,"Michael Holyfield, C",SHSU,33,17.8,80,105,2.42,5.45,0.76,33,2015
33,"Justin Sears, F",YALE,31,32.6,73,77,2.35,2.89,0.95,34,2015
34,"Karl-Anthony Towns, F",UK,34,20.7,80,99,2.35,4.54,0.81,35,2015
35,"Chris Horton, C",PEAY,30,34.5,70,62,2.33,2.71,1.13,36,2015
36,"Maurice Daly Ndour, F",OHIO,30,34.9,68,83,2.27,2.60,0.82,37,2015
37,"Egidijus Mockevicius, C",EVAN,29,28.4,65,84,2.24,3.16,0.77,38,2015
38,"Venky Jois, F",EWU,30,31.0,67,71,2.23,2.88,0.94,39,2015
39,"Luke Fischer, C",MARQ,24,29.3,53,81,2.21,3.01,0.65,40,2015
40,"Austin Lewis, F",MCNS,29,18.9,64,74,2.21,4.67,0.86,41,2015
41,"Daryll Palmer, C",SCST,30,27.0,66,74,2.20,3.26,0.89,42,2015
42,"Ethan O'Day, F",UVM,31,25.7,68,95,2.19,3.41,0.72,43,2015
43,"Nino Johnson, F",SEMO,30,29.1,64,89,2.13,2.93,0.72,44,2015
44,"Jamal Hunter, C",JVST,30,22.7,63,100,2.10,3.70,0.63,45,2015
45,"Tyran de Lattibeaudiere, F",LAM,30,29.8,63,99,2.10,2.82,0.64,46,2015
46,"Keaton Jackson, F",SIUE,28,20.3,58,99,2.07,4.08,0.59,47,2015
47,"Octavius Ellis, F",CIN,32,29.1,66,82,2.06,2.84,0.80,48,2015
48,"Josh Ibarra, C",HBU,27,16.6,55,80,2.04,4.91,0.69,49,2015
49,"Landry Nnoko, C",CLEM,31,24.3,63,100,2.03,3.35,0.63,50,2015
50,"Damian Jones, C",VAN,32,29.1,64,80,2.00,2.75,0.80,51,2015
51,"Tosin Mehinti, F",UAB,32,22.6,64,81,2.00,3.54,0.79,52,2015
52,"Mo Alie-Cox, F",VCU,35,26.1,68,72,1.94,2.98,0.94,53,2015
53,"Cady Lalanne, C",UMASS,32,29.0,61,87,1.91,2.63,0.70,54,2015
54,"Michael Cobbins, C",OKST,28,27.2,53,78,1.89,2.78,0.68,55,2015
55,"Gabas Maldunas, F",DART,28,28.1,53,90,1.89,2.70,0.59,56,2015
56,"Alan Williams, C",UCSB,25,32.6,47,67,1.88,2.30,0.70,57,2015
57,"Josh Scott, F",COLO,24,30.8,45,41,1.88,2.44,1.10,58,2015
58,"Alex Olah, C",NW,32,29.4,59,83,1.84,2.51,0.71,59,2015
59,"Will Kelly, C",NAVY,31,20.4,57,83,1.84,3.60,0.69,60,2015
60,"Shonn Miller, F",COR,30,31.3,55,86,1.83,2.34,0.64,61,2015
61,"David Collette, F",USU,31,25.5,56,115,1.81,2.83,0.49,62,2015
62,"Pascal Siakam, F",NMSU,33,30.7,59,85,1.79,2.33,0.69,63,2015
63,"Nnanna Egwu, F",ILL,32,29.6,57,96,1.78,2.41,0.59,64,2015
64,"Jimmie Taylor, F",ALA,32,23.6,57,90,1.78,3.02,0.63,65,2015
65,"Demarcus Daniels, F",UNF,30,24.4,53,77,1.77,2.89,0.69,66,2015
66,"Steve Zack, C",LAS,33,31.2,58,91,1.76,2.25,0.64,67,2015
67,"Jakob Poeltl, F",UTAH,31,23.0,54,75,1.74,3.03,0.72,68,2015
68,"Reggis Onwukamuche, C",PV,33,24.8,57,123,1.73,2.79,0.46,69,2015
69,"Cameron Ridley, C",TEX,33,21.3,57,62,1.73,3.25,0.92,70,2015
70,"Len Springs, F",NAU,33,15.4,57,67,1.73,4.50,0.85,71,2015
71,"Tai Odiase, F",UIC,28,18.7,48,64,1.71,3.67,0.75,72,2015
72,"Joel Bolomboy, F",WEB,30,33.2,51,71,1.70,2.05,0.72,73,2015
73,"Jake Zuilhof, C",UCA,29,30.2,49,83,1.69,2.23,0.59,74,2015
74,"Jarrod Uthoff, F",IOWA,32,30.1,54,51,1.69,2.24,1.06,75,2015
75,"Steven Burrough, C",NCAT,32,19.2,54,91,1.69,3.51,0.59,76,2015
76,"Nate Maxey, C",NCCU,25,7.8,42,45,1.68,8.66,0.93,77,2015
77,"Brandon Peel, F",CCSU,31,33.1,52,80,1.68,2.03,0.65,78,2015
78,"Taylor Johns, F",UCRV,31,34.4,52,91,1.68,1.95,0.57,79,2015
79,"Brice Kofane, F",MONM,33,24.8,55,109,1.67,2.68,0.50,80,2015
80,"Eric Norman, F",MTST,30,27.7,50,79,1.67,2.41,0.63,81,2015
81,"Ben Lawson, F",WKU,32,18.8,53,71,1.66,3.52,0.75,82,2015
82,"Willie Cauley-Stein, F",UK,34,25.5,56,67,1.65,2.58,0.84,83,2015
83,"Shawn Long, F",ULL,31,28.1,51,95,1.65,2.34,0.54,84,2015
84,"Khaliq Spicer, C",KENT,32,23.3,52,69,1.63,2.80,0.75,85,2015
85,"Liam Thomas, C",NICH,29,20.7,47,84,1.62,3.13,0.56,86,2015
86,"Richard Ross, F",ODU,31,26.0,50,64,1.61,2.48,0.78,87,2015
87,"Malcolm Miller, F",HC,30,31.7,48,80,1.60,2.02,0.60,88,2015
88,"Nick Shepherd, F",TXSO,34,16.7,54,90,1.59,3.80,0.60,89,2015
89,"Alonzo Nelson-Ododa, F",RICH,24,23.6,38,50,1.58,2.69,0.76,90,2015
90,"Amir Williams, C",OSU,31,19.2,49,70,1.58,3.30,0.70,91,2015
91,"Mikael Hopkins, F",GTWN,31,22.5,49,103,1.58,2.81,0.48,92,2015
92,"Tanner Clayton, F",SFA,31,16.0,49,67,1.58,3.94,0.73,93,2015
93,"Frank Kaminsky III, F",WIS,33,32.9,52,53,1.58,1.92,0.98,94,2015
94,"Gabriel Olaseni, C",IOWA,32,18.7,50,85,1.56,3.35,0.59,95,2015
95,"Jordan Dickerson, C",PSU,34,17.1,53,105,1.56,3.64,0.50,96,2015
96,"Dan Garvin, F",BRY,31,31.0,48,118,1.55,2.00,0.41,97,2015
97,"Javion Ogunyemi, F",SIE,31,26.9,48,106,1.55,2.30,0.45,98,2015
98,"William Lee, F",UAB,31,23.2,48,64,1.55,2.67,0.75,99,2015
99,"Dionte Ferguson, F",USA,33,28.1,51,106,1.55,2.20,0.48,100,2015
0,"Tai Odiase, F",UIC,30,27.8,97,82,3.23,4.65,1.18,1,2016
1,"Chris Boucher, F",ORE,34,26.3,106,94,3.12,4.74,1.13,2,2016
2,"Vashil Fernandez, C",VALP,31,25.2,96,95,3.10,4.92,1.01,3,2016
3,"Luke Kornet, F",VAN,27,27.2,82,67,3.04,4.46,1.22,4,2016
4,"Jameel Warney, F",STON,32,32.9,97,69,3.03,3.69,1.41,5,2016
5,"LaRon Smith, F",COOK,32,25.4,96,95,3.00,4.72,1.01,6,2016
6,"William Lee, F",UAB,32,24.9,95,52,2.97,4.77,1.83,7,2016
7,"Adrian Diaz, C",FIU,32,29.8,93,113,2.91,3.90,0.82,8,2016
8,"Egidijus Mockevicius, C",EVAN,34,31.8,94,110,2.76,3.48,0.85,9,2016
9,"Cedric Kuakumensah, F",BRWN,28,29.7,76,74,2.71,3.65,1.03,10,2016
10,"Jarrod Uthoff, F",IOWA,31,31.2,83,48,2.68,3.44,1.73,11,2016
11,"Malik Dime, F",WASH,32,21.5,85,98,2.66,4.95,0.87,12,2016
12,"Will Kelly, C",NAVY,33,26.6,87,107,2.64,3.97,0.81,13,2016
13,"Kassoum Yakwe, F",SJU,26,23.4,66,84,2.54,4.33,0.79,14,2016
14,"Jito Kok, C",USD,30,23.5,76,84,2.53,4.32,0.90,15,2016
15,"Liam Thomas, C",NICH,34,24.7,85,109,2.50,4.05,0.78,16,2016
16,"Hassan Martin, F",URI,26,28.0,65,78,2.50,3.58,0.83,17,2016
17,"Duby Okeke, C",WIN,29,17.2,72,70,2.48,5.77,1.03,18,2016
18,"Mamadou N'Diaye, NA",UCI,34,23.6,84,90,2.47,4.19,0.93,19,2016
19,"Ronald Delph, C",FAU,25,25.8,61,90,2.44,3.79,0.68,20,2016
20,"A.J. Hammons, C",PUR,32,24.2,78,77,2.44,4.03,1.01,21,2016
21,"Cameron Oliver, F",NEV,32,28.5,78,99,2.44,3.42,0.79,22,2016
22,"Yankuba Sima, C",SJU,25,23.4,60,76,2.40,4.10,0.79,23,2016
23,"Mario Moody, F",COOK,32,27.8,76,101,2.38,3.42,0.75,24,2016
24,"Moses Kingsley, F",ARK,32,29.5,76,94,2.38,3.22,0.81,25,2016
25,"Justin Tuoyo, F",CHAT,32,25.2,75,87,2.34,3.72,0.86,26,2016
26,"Amdy Fall, F",SFNY,32,24.6,75,94,2.34,3.82,0.80,27,2016
27,"Tacko Fall, C",UCF,30,17.6,70,75,2.33,5.29,0.93,28,2016
28,"Landry Nnoko, C",CLEM,31,22.3,71,93,2.29,4.11,0.76,29,2016
29,"Rashawn Thomas, F",AMCC,32,26.4,73,124,2.28,3.45,0.59,30,2016
30,"Pascal Siakam, F",NMSU,33,34.3,75,91,2.27,2.65,0.82,31,2016
31,"Derrick Griffin, F",TXSO,26,33.8,58,71,2.23,2.64,0.82,32,2016
32,"Khadeem Lattin, F",OKLA,32,22.3,71,93,2.22,3.98,0.76,33,2016
33,"BeeJay Anya, F",NCST,33,23.4,73,108,2.21,3.79,0.68,34,2016
34,"Demarcus Daniels, F",UNF,33,25.5,72,101,2.18,3.42,0.71,35,2016
35,"Jordan Butler, F",NORF,33,27.0,72,106,2.18,3.24,0.68,36,2016
36,"Isaiah Robinson, C",HBU,26,13.0,56,47,2.15,6.63,1.19,37,2016
37,"Javion Ogunyemi, F",SIE,33,31.5,70,102,2.12,2.70,0.69,38,2016
38,"Brandan Stith, F",ODU,29,27.3,61,76,2.10,3.08,0.80,39,2016
39,"Horace Spencer, F",AUB,31,18.1,65,115,2.10,4.63,0.57,40,2016
40,"Ethan O'Day, F",UVM,34,28.4,69,105,2.03,2.85,0.66,41,2016
41,"Wesley Gordon, F",COLO,33,27.7,66,75,2.00,2.89,0.88,42,2016
42,"Chinanu Onuaku, C",LOU,31,24.6,62,92,2.00,3.25,0.67,43,2016
43,"Prince Ibeh, C",TEX,31,18.1,61,101,1.97,4.35,0.60,44,2016
44,"Stephen Zimmerman, F",UNLV,26,26.2,51,79,1.96,3.00,0.65,45,2016
45,"Ben Lawson, F",WKU,34,16.1,66,91,1.94,4.83,0.73,46,2016
46,"Chris Davenport, F",UNF,33,27.0,64,92,1.94,2.87,0.70,47,2016
47,"Justin Hollins, F",CSB,31,12.1,60,65,1.94,6.38,0.92,48,2016
48,"Anthony Morse, F",TNTC,30,23.0,58,106,1.93,3.37,0.55,49,2016
49,"Mo Alie-Cox, F",VCU,34,26.5,64,76,1.88,2.84,0.84,50,2016
50,"Eric Stuteville, C",SAC,31,20.4,58,86,1.87,3.67,0.67,51,2016
51,"Josh Nebo, F",SFU,30,22.8,56,75,1.87,3.27,0.75,52,2016
52,"Deyonta Davis, F",MSU,34,18.7,63,78,1.85,3.97,0.81,53,2016
53,"Yante Maten, F",UGA,32,29.9,59,88,1.84,2.47,0.67,54,2016
54,"Aaron Rountree, F",IONA,32,26.6,58,91,1.81,2.73,0.64,55,2016
55,"Boris Bojanovsky, C",FSU,32,18.3,58,90,1.81,3.96,0.64,56,2016
56,"Jimmie Taylor, F",ALA,32,21.2,58,84,1.81,3.42,0.69,57,2016
57,"Zane Najdawi, F",CIT,32,18.5,58,103,1.81,3.91,0.56,58,2016
58,"Chris Horton, C",PEAY,35,33.6,63,72,1.80,2.14,0.88,59,2016
59,"Christian Cunningham, F",JVST,25,19.1,45,75,1.80,3.77,0.60,60,2016
60,"Shaq Goodwin, F",MEM,34,28.6,61,105,1.79,2.51,0.58,61,2016
61,"Jameel McKay, F",ISU,29,30.7,52,64,1.79,2.34,0.81,62,2016
62,"Shawn Long, F",ULL,31,31.1,55,84,1.77,2.28,0.65,63,2016
63,"Venky Jois, F",EWU,31,33.8,55,78,1.77,2.10,0.71,64,2016
64,"Steve McElvene, C",DAY,31,18.3,55,88,1.77,3.87,0.63,65,2016
65,"Ed Polite Jr., F",RAD,31,25.3,55,80,1.77,2.81,0.69,66,2016
66,"Justin Sears, F",YALE,26,31.0,46,71,1.77,2.28,0.65,67,2016
67,"Donovan Smith, F",QUIN,30,18.9,53,74,1.77,3.74,0.72,68,2016
68,"Skylar Spencer, F",SDSU,34,24.4,60,86,1.76,2.89,0.70,69,2016
69,"Antonio Campbell, F",OHIO,32,28.7,56,101,1.75,2.44,0.55,70,2016
70,"John Brown, F",HP,28,29.6,49,60,1.75,2.36,0.82,71,2016
71,"Jacob Lawson, F",APP,31,15.5,54,93,1.74,4.51,0.58,72,2016
72,"Jervon Pressley, F",HAMP,27,20.7,47,89,1.74,3.37,0.53,73,2016
73,"Ryan Rhoomes, F",FOR,30,31.5,52,99,1.73,2.20,0.53,74,2016
74,"Tre Hale-Edmerson, F",CSN,30,31.7,52,98,1.73,2.18,0.53,75,2016
75,"Khaliq Spicer, C",KENT,32,22.5,55,70,1.72,3.05,0.79,76,2016
76,"Chaise Daniels, F",QUIN,23,25.9,39,72,1.70,2.62,0.54,77,2016
77,"Jordan Bell, F",ORE,26,20.2,44,68,1.69,3.35,0.65,78,2016
78,"Xavier Cooks, G",WIN,32,27.6,54,85,1.69,2.45,0.64,79,2016
79,"Josh Scott, F",COLO,31,30.4,52,55,1.68,2.21,0.95,80,2016
80,"Dedric Lawson, G",MEM,33,32.4,55,86,1.67,2.06,0.64,81,2016
81,"Majok Deng, F",ULM,30,36.4,50,75,1.67,1.83,0.67,82,2016
82,"Devine Eke, F",MAINE,30,24.0,50,66,1.67,2.77,0.76,83,2016
83,"Collin Spickerman, C",PRST,27,18.6,45,68,1.67,3.58,0.66,84,2016
84,"Marcus Lee, F",UK,34,21.9,56,104,1.65,3.01,0.54,85,2016
85,"J.J. Panoske, F",MILW,33,22.8,54,89,1.64,2.86,0.61,86,2016
86,"Armani Moore, F",TENN,33,32.7,54,91,1.64,2.00,0.59,87,2016
87,"Jaleel Cousins, C",USF,33,25.0,54,105,1.64,2.62,0.51,88,2016
88,"Damian Jones, C",VAN,32,26.3,52,104,1.63,2.48,0.50,89,2016
89,"Marquese Chriss, F",WASH,32,24.7,52,130,1.63,2.63,0.40,90,2016
90,"Diamond Stone, C",MD,32,22.6,52,67,1.63,2.88,0.78,91,2016
91,"Jakob Poeltl, F",UTAH,34,30.4,55,80,1.62,2.13,0.69,92,2016
92,"David Onuorah, F",COR,28,25.5,45,99,1.61,2.52,0.45,93,2016
93,"Chimezie Metu, F",USC,33,18.7,53,81,1.61,3.43,0.65,94,2016
94,"Phillip Anglade, F",VMI,30,25.9,48,99,1.60,2.47,0.48,95,2016
95,"Jordan Dickerson, C",PSU,32,18.2,51,95,1.59,3.51,0.54,96,2016
96,"Donta Hall, F",ALA,32,12.5,51,81,1.59,5.09,0.63,97,2016
97,"Devin Thomas, F",WAKE,29,30.8,46,88,1.59,2.06,0.52,98,2016
98,"Karachi Edo, F",FRES,31,24.3,49,77,1.58,2.61,0.64,99,2016
99,"Obediah Church, F",MOST,32,26.9,50,63,1.56,2.32,0.79,100,2016
0,"Ben Lammers, C",GT,2,33.0,14,5,7.00,8.48,2.80,1,2017
1,"Moses Kingsley, F",ARK,2,25.0,12,5,6.00,9.60,2.40,2,2017
2,"Tai Odiase, F",UIC,2,21.0,12,7,6.00,11.43,1.71,3,2017
3,"Malik Dime, F",WASH,2,29.5,11,7,5.50,7.46,1.57,4,2017
4,"Jo Lual-Acuil Jr., F",BAY,2,30.5,11,4,5.50,7.21,2.75,5,2017
5,"Hassan Martin, F",URI,3,25.0,15,10,5.00,8.00,1.50,6,2017
6,"Drew Eubanks, F",ORST,3,29.0,14,8,4.67,6.44,1.75,7,2017
7,"Jordan Bell, F",ORE,3,29.3,13,8,4.33,5.91,1.63,8,2017
8,"Amida Brimah, C",CONN,3,27.0,13,11,4.33,6.42,1.18,9,2017
9,"William Lee, F",UAB,3,26.7,13,2,4.33,6.50,6.50,10,2017
10,"Mike Watkins, F",PSU,3,24.7,13,10,4.33,7.03,1.30,11,2017
11,"Hanner Mosquera-Perea, F",ETSU,2,22.5,8,3,4.00,7.11,2.67,12,2017
12,"Thomas Welsh, C",UCLA,3,27.3,11,8,3.67,5.37,1.38,13,2017
13,"Obediah Church, F",MOST,3,20.3,11,4,3.67,7.21,2.75,14,2017
14,"A.J. Jacobson, G",NDSU,2,29.5,7,4,3.50,4.75,1.75,15,2017
15,"Abdul-Malik Abu, F",NCST,2,24.5,7,7,3.50,5.71,1.00,16,2017
16,"Tacko Fall, C",UCF,2,26.0,7,5,3.50,5.38,1.40,17,2017
17,"Andrew Eudy, F",CAMP,2,16.5,7,6,3.50,8.48,1.17,18,2017
18,"Chimezie Metu, F",USC,2,34.0,7,4,3.50,4.12,1.75,19,2017
19,"Jaire Grayer, G",GMU,2,27.0,7,3,3.50,5.19,2.33,20,2017
20,"Robert Williams, F",TAMU,2,20.0,7,1,3.50,7.00,7.00,21,2017
21,"Ronald Delph, C",FAU,3,25.7,10,11,3.33,5.19,0.91,22,2017
22,"James Banks, C",TEX,3,20.3,10,6,3.33,6.56,1.67,23,2017
23,"Jahir Cabeza, G",SAV,3,23.3,10,7,3.33,5.71,1.43,24,2017
24,"Amile Jefferson, F",DUKE,3,26.7,9,8,3.00,4.50,1.13,25,2017
25,"Justin Tuoyo, F",CHAT,3,27.0,9,5,3.00,4.44,1.80,26,2017
26,"Dan Robinson, C",NORF,3,14.0,9,12,3.00,8.57,0.75,27,2017
27,"DaRohn Scott, F",CMU,3,16.0,9,8,3.00,7.50,1.13,28,2017
28,"Kevarrius Hayes, F",FLA,3,14.3,9,6,3.00,8.37,1.50,29,2017
29,"Rodney Williams, F",DREX,2,25.0,6,5,3.00,4.80,1.20,30,2017
30,"Logan McLane, F",M-OH,2,17.0,6,0,3.00,7.06,0.00,31,2017
31,"Tariq Owens, F",SJU,2,15.5,6,6,3.00,7.74,1.00,32,2017
32,"Aric Holman, F",MSST,2,27.0,6,3,3.00,4.44,2.00,33,2017
33,"Matisse Thybulle, F",WASH,2,32.5,6,9,3.00,3.69,0.67,34,2017
34,"Xavier Hill-Mais, F",OAK,2,24.0,6,5,3.00,5.00,1.20,35,2017
35,"Kyle Alexander, F",TENN,2,25.5,6,5,3.00,4.71,1.20,36,2017
36,"Cameron Oliver, F",NEV,2,23.0,6,9,3.00,5.22,0.67,37,2017
37,"Kassoum Yakwe, F",SJU,2,21.5,6,3,3.00,5.58,2.00,38,2017
38,"Chris Lewis, F",HARV,2,20.0,6,4,3.00,6.00,1.50,39,2017
39,"Makur Puou, F",UNO,2,21.5,6,3,3.00,5.58,2.00,40,2017
40,"Chris Reyes, F",PEPP,3,34.0,8,6,2.67,3.14,1.33,41,2017
41,"Romelo Banks, C",UNF,3,28.0,8,12,2.67,3.81,0.67,42,2017
42,"D.J. Wilson, F",MICH,3,28.0,8,8,2.67,3.81,1.00,43,2017
43,"Zach Braxton, F",WEB,3,25.0,8,9,2.67,4.27,0.89,44,2017
44,"Jonathan Galloway, F",UCI,3,26.0,8,9,2.67,4.10,0.89,45,2017
45,"Jordon Varnado, F",TROY,3,27.3,8,4,2.67,3.90,2.00,46,2017
46,"Doral Moore, C",WAKE,3,12.0,8,9,2.67,8.89,0.89,47,2017
47,"Chase Jeter, F",DUKE,3,22.0,8,9,2.67,4.85,0.89,48,2017
48,"Ryan Taylor, F",MRSH,2,29.0,5,5,2.50,3.45,1.00,49,2017
49,"Matt Willms, C",UTEP,2,16.0,5,4,2.50,6.25,1.25,50,2017
50,"Willie Clayton, F",GAST,2,23.0,5,7,2.50,4.35,0.71,51,2017
51,"Don MuepoKelly, F",USA,2,22.5,5,4,2.50,4.44,1.25,52,2017
52,"Josh Hawkinson, F",WSU,2,38.5,5,5,2.50,2.60,1.00,53,2017
53,"Luke Kornet, F",VAN,2,26.0,5,4,2.50,3.85,1.25,54,2017
54,"Kameron Rooks, C",CAL,2,28.0,5,5,2.50,3.57,1.00,55,2017
55,"Duby Okeke, C",WIN,2,18.0,5,6,2.50,5.56,0.83,56,2017
56,"Eric Mika, F",BYU,2,24.5,5,3,2.50,4.08,1.67,57,2017
57,"Kenneth Lowe, F",GB,2,19.5,5,5,2.50,5.13,1.00,58,2017
58,"Ugo Mmonu, F",CHSO,2,21.5,5,5,2.50,4.65,1.00,59,2017
59,"Javion Ogunyemi, F",SIE,2,25.5,5,8,2.50,3.92,0.63,60,2017
60,"Fred Iruafemi, F",VMI,2,20.0,5,7,2.50,5.00,0.71,61,2017
61,"Brandon Clarke, F",SJSU,2,33.5,5,3,2.50,2.99,1.67,62,2017
62,"Brandon Gilbeck, C",WIU,2,19.5,5,8,2.50,5.13,0.63,63,2017
63,"Cullen Russo, F",FRES,2,35.5,5,8,2.50,2.82,0.63,64,2017
64,"Cortez Edwards, G",USM,2,30.0,5,3,2.50,3.33,1.67,65,2017
65,"Duop Reath, F",LSU,2,24.5,5,6,2.50,4.08,0.83,66,2017
66,"Sagaba Konate, F",WVU,2,15.5,5,2,2.50,6.45,2.50,67,2017
67,"Miye Oni, G",YALE,2,33.0,5,8,2.50,3.03,0.63,68,2017
68,"Mangok Mathiang, F",LOU,3,20.0,7,6,2.33,4.67,1.17,69,2017
69,"Damonte Dodd, F",MD,3,17.3,7,9,2.33,5.38,0.78,70,2017
70,"Dakarai Allen, G",SDSU,3,27.7,7,8,2.33,3.37,0.88,71,2017
71,"Dylan Johns, C",CSN,3,20.3,7,10,2.33,4.59,0.70,72,2017
72,"Liam Thomas, C",NICH,3,26.0,7,8,2.33,3.59,0.88,73,2017
73,"Chancellor Barnard, G",L-MD,3,31.0,7,6,2.33,3.01,1.17,74,2017
74,"Keenan Simmons, F",SIUE,3,24.7,7,8,2.33,3.78,0.88,75,2017
75,"Obi Enechionyia, F",TEM,3,36.0,7,10,2.33,2.59,0.70,76,2017
76,"Nana Foulland, C",BUCK,3,25.0,7,9,2.33,3.73,0.78,77,2017
77,"Dan Jech, F",SDAK,4,17.5,9,8,2.25,5.14,1.13,78,2017
78,"LaRon Smith, F",AUB,3,18.3,6,8,2.00,4.36,0.75,79,2017
79,"Sindarius Thornwell, G",SC,3,33.3,6,7,2.00,2.40,0.86,80,2017
80,"Trevor Thompson, C",OSU,3,18.3,6,10,2.00,4.36,0.60,81,2017
81,"Darius Lewis, C",DUQ,3,19.0,6,12,2.00,4.21,0.50,82,2017
82,"Reggie Lynch, C",MINN,3,18.0,6,11,2.00,4.44,0.55,83,2017
83,"Derek Willis, F",UK,3,21.0,6,2,2.00,3.81,3.00,84,2017
84,"Valentine Izundu, C",SDSU,2,20.0,4,3,2.00,4.00,1.33,85,2017
85,"Tyrone O'Garro, F",FDU,2,20.0,4,3,2.00,4.00,1.33,86,2017
86,"Conor Clifford, C",WSU,2,13.5,4,2,2.00,5.93,2.00,87,2017
87,"D.J. Johnson, F",KSU,2,24.5,4,6,2.00,3.27,0.67,88,2017
88,"Tevin Prescott, F",WIN,2,14.5,4,5,2.00,5.52,0.80,89,2017
89,"Quinton Stephens, F",GT,2,31.5,4,3,2.00,2.54,1.33,90,2017
90,"Denzel Gregg, F",SBON,2,33.5,4,4,2.00,2.39,1.00,91,2017
91,"Jimmie Taylor, F",ALA,2,19.5,4,5,2.00,4.10,0.80,92,2017
92,"Antonio Campbell, F",OHIO,2,25.5,4,6,2.00,3.14,0.67,93,2017
93,"Rashawn Thomas, F",AMCC,2,29.0,4,6,2.00,2.76,0.67,94,2017
94,"Gary Clark, F",CIN,2,25.5,4,4,2.00,3.14,1.00,95,2017
95,"Jamuni McNeace, C",OKLA,2,17.0,4,7,2.00,4.71,0.57,96,2017
96,"Zach Smith, F",TTU,2,25.5,4,4,2.00,3.14,1.00,97,2017
97,"Eric Fanning, G",BU,1,33.0,2,4,2.00,2.42,0.50,98,2017
98,"Dan Garvin, F",BRY,1,25.0,2,4,2.00,3.20,0.50,99,2017
99,"Tyrell Sturdivant, F",STON,1,28.0,2,1,2.00,2.86,2.00,100,2017
