,PLAYER,TEAM,GP,MPG,STL,STPG,STP40M,TO,TOPG,PF,ST/TO,ST/PF,RK,Year
30,"Kent Bazemore, G-F",ODU,33,31.4,68,2.06,2.63,104,3.15,93,0.65,0.73,31,2012
31,"LaQuentin Miles, G",UCA,28,25.4,57,2.04,3.20,68,2.43,51,0.84,1.12,32,2012
32,"Trevor Releford, G",ALA,31,31.1,63,2.03,2.61,61,1.97,82,1.03,0.77,33,2012
33,"Christopher Anderson, G",USD,31,29.0,63,2.03,2.81,92,2.97,64,0.68,0.98,34,2012
34,"Arlon Harper, G",CHSO,31,27.6,63,2.03,2.94,57,1.84,72,1.11,0.88,35,2012
35,"Reggie Hamilton, G",OAK,32,35.5,65,2.03,2.29,120,3.75,91,0.54,0.71,36,2012
36,"Dee Bost, G",MSST,32,35.8,65,2.03,2.27,95,2.97,70,0.68,0.93,37,2012
37,"Cashmere Wright, G",CIN,34,31.3,69,2.03,2.60,77,2.26,71,0.90,0.97,38,2012
38,"Donte Poole, G",MURR,31,31.0,62,2.00,2.58,56,1.81,68,1.11,0.91,39,2012
39,"Rayvonte Rice, G",DRKE,31,33.6,61,1.97,2.34,80,2.58,95,0.76,0.64,40,2012
40,"Issiah Grayson, G",CSB,30,32.6,59,1.97,2.42,113,3.77,68,0.52,0.87,41,2012
41,"Ed Townsel, G",ARST,34,31.8,66,1.94,2.44,106,3.12,79,0.62,0.84,42,2012
42,"Andres Torres, G",HART,31,32.8,60,1.94,2.36,109,3.52,94,0.55,0.64,43,2012
43,"Jimmy Gray, G",BING,31,34.5,60,1.94,2.25,83,2.68,70,0.72,0.86,44,2012
44,"Tony Wroten, G",WASH,31,30.2,60,1.94,2.57,120,3.87,83,0.50,0.72,45,2012
45,"Quincy Ford, F",NE,31,29.6,60,1.94,2.61,64,2.06,75,0.94,0.80,46,2012
46,"Velton Jones, G",RMU,34,30.1,65,1.91,2.54,90,2.65,96,0.72,0.68,47,2012
47,"Darius Theus, G",VCU,34,30.9,65,1.91,2.47,76,2.24,85,0.86,0.76,48,2012
48,"J.P. Primm, G",UNCA,33,31.9,63,1.91,2.40,79,2.39,81,0.80,0.78,49,2012
49,"Juan'ya Green, G",NIAG,33,37.2,63,1.91,2.05,115,3.48,75,0.55,0.84,50,2012
50,"Josh Terry, G-F",PEAY,32,30.8,61,1.91,2.47,62,1.94,80,0.98,0.76,51,2012
51,"Colt Ryan, G-F",EVAN,31,36.2,59,1.90,2.11,76,2.45,83,0.78,0.71,52,2012
52,"Jamal Webb, G",UND,30,31.2,57,1.90,2.43,98,3.27,69,0.58,0.83,53,2012
53,"DeShawn Patterson, G-F",SELA,29,28.8,55,1.90,2.63,83,2.86,69,0.66,0.80,54,2012
54,"Pierce Hornung, F",CSU,25,27.1,47,1.88,2.78,33,1.32,74,1.42,0.64,55,2012
55,"Dion Waiters, G",SYR,33,23.9,62,1.88,3.14,44,1.33,58,1.41,1.07,56,2012
56,"Andrew Lawrence, G",COFC,31,35.4,58,1.87,2.12,83,2.68,72,0.70,0.81,57,2012
57,"Jameel Grace, G",SOU,31,32.5,58,1.87,2.30,96,3.10,58,0.60,1.00,58,2012
58,"Larry Anderson, G",LBSU,30,34.7,56,1.87,2.15,65,2.17,60,0.86,0.93,59,2012
59,"Anthony Raffa, G",CCAR,30,31.0,56,1.87,2.41,65,2.17,69,0.86,0.81,60,2012
60,"Alex Abreu, G",AKR,30,30.2,56,1.87,2.47,76,2.53,59,0.74,0.95,61,2012
61,"Earl Pettis, G",LAS,33,31.1,61,1.85,2.38,50,1.52,80,1.22,0.76,62,2012
62,"Mike Tuitt, G",HAMP,33,30.1,61,1.85,2.45,101,3.06,88,0.60,0.69,63,2012
63,"Lazeric Jones, G",UCLA,33,33.5,61,1.85,2.21,85,2.58,69,0.72,0.88,64,2012
64,"Brandon Hall, G",SPU,31,22.7,57,1.84,3.24,52,1.68,67,1.10,0.85,65,2012
65,"Kenneth Ortiz, G",WAG,31,27.8,57,1.84,2.65,90,2.90,86,0.63,0.66,66,2012
66,"Melvin Morgan, G",IDST,30,31.6,55,1.83,2.32,90,3.00,62,0.61,0.89,67,2012
67,"James Fields, G",GAST,29,31.1,53,1.83,2.35,57,1.97,69,0.93,0.77,68,2012
68,"Ronald Nored, G",BUT,34,31.3,62,1.82,2.33,96,2.82,88,0.65,0.70,69,2012
69,"Mike Moser, F",UNLV,34,31.3,62,1.82,2.33,99,2.91,90,0.63,0.69,70,2012
70,"Peyton Siva, G",LOU,33,32.0,60,1.82,2.27,116,3.52,97,0.52,0.62,71,2012
71,"Stephen Holt, G",SMC,27,32.6,49,1.81,2.23,43,1.59,59,1.14,0.83,72,2012
72,"Derek Jackson, G",CMU,32,33.1,58,1.81,2.19,49,1.53,46,1.18,1.26,73,2012
73,"Kentavious Caldwell-Pope, G",UGA,32,32.1,58,1.81,2.26,36,1.13,69,1.61,0.84,74,2012
74,"Rob Belcore, G",PENN,31,31.0,56,1.81,2.33,43,1.39,64,1.30,0.88,75,2012
75,"Brandon Richardson, G",NEB,30,31.0,54,1.80,2.33,53,1.77,72,1.02,0.75,76,2012
76,"Lorenzo Brown, G",NCST,34,33.9,61,1.79,2.12,110,3.24,51,0.55,1.20,77,2012
77,"Chase Grabau, G",IDST,29,34.0,52,1.79,2.11,57,1.97,83,0.91,0.63,78,2012
78,"Rashad Green, G",SF,33,29.4,59,1.79,2.43,110,3.33,84,0.54,0.70,79,2012
79,"Keith Gabriel, G",VMI,33,28.6,59,1.79,2.50,73,2.21,75,0.81,0.79,80,2012
80,"Chase Tapley, G",SDSU,33,34.0,59,1.79,2.11,53,1.61,56,1.11,1.05,81,2012
81,"Jerime Anderson, G",UCLA,32,33.0,57,1.78,2.16,58,1.81,52,0.98,1.10,82,2012
82,"Jordan Theodore, G",HALL,32,36.1,57,1.78,1.97,93,2.91,63,0.61,0.90,83,2012
83,"Jake Odum, G",INST,32,31.0,57,1.78,2.30,97,3.03,79,0.59,0.72,84,2012
84,"Bernard Thompson, G",FGCU,32,27.5,57,1.78,2.59,85,2.66,75,0.67,0.76,85,2012
85,"Hernst Laroche, G",NMSU,35,33.5,62,1.77,2.11,79,2.26,76,0.78,0.82,86,2012
86,"Chris Crawford, G",MEM,34,28.2,60,1.76,2.50,70,2.06,72,0.86,0.83,87,2012
87,"Isaiah Wilkerson, G",NJIT,32,31.1,56,1.75,2.25,53,1.66,89,1.06,0.63,88,2012
88,"Maurice Jones, G",USC,32,38.2,56,1.75,1.83,75,2.34,51,0.75,1.10,89,2012
89,"Devonta White, G",GAST,32,34.4,56,1.75,2.04,61,1.91,70,0.92,0.80,90,2012
90,"Chehales Tapscott, F",PRST,32,31.8,56,1.75,2.20,78,2.44,90,0.72,0.62,91,2012
91,"R.J. Evans, G",HC,28,29.4,49,1.75,2.38,56,2.00,59,0.88,0.83,92,2012
92,"Kenneth Harris, G-F",EVAN,31,28.3,54,1.74,2.46,58,1.87,91,0.93,0.59,93,2012
93,"Vonn Jones, G",TXST,30,25.1,52,1.73,2.76,58,1.93,55,0.90,0.95,94,2012
94,"Tyler Lamb, G",UCLA,33,31.4,57,1.73,2.20,75,2.27,80,0.76,0.71,95,2012
95,"Tyreek Duren, G",LAS,33,35.3,57,1.73,1.96,77,2.33,55,0.74,1.04,96,2012
96,"Mike Moore, G",HOF,32,34.6,55,1.72,1.99,94,2.94,71,0.59,0.77,97,2012
97,"A.J. Davis, G",JMU,32,32.4,55,1.72,2.12,85,2.66,62,0.65,0.89,98,2012
98,"Charlie Westbrook, G",SDAK,28,32.4,48,1.71,2.12,71,2.54,62,0.68,0.77,99,2012
99,"Anthony Collins, G",USF,28,32.6,48,1.71,2.11,99,3.54,63,0.48,0.76,100,2012
0,"Duke Mondy, G",OAK,32,31.4,97,3.03,3.86,109,3.41,105,0.89,0.92,1,2013
1,"Marcus Smart, G",OKST,32,33.4,94,2.94,3.52,106,3.31,88,0.89,1.07,2,2013
2,"Anthony Hickey Jr., G",LSU,29,33.0,85,2.93,3.55,51,1.76,80,1.67,1.06,3,2013
3,"Bernard Thompson, G",FGCU,34,29.7,96,2.82,3.81,74,2.18,85,1.30,1.13,4,2013
4,"Briante Weber, G",VCU,34,21.1,94,2.76,5.25,41,1.21,79,2.29,1.19,5,2013
5,"Michael Carter-Williams, G",SYR,35,35.2,96,2.74,3.12,122,3.49,82,0.79,1.17,6,2013
6,"Dyricus Simms-Edwards, G",BRAD,32,33.8,84,2.63,3.11,56,1.75,47,1.50,1.79,7,2013
7,"Pierria Henry, G",CHAR,32,33.0,84,2.63,3.18,92,2.88,85,0.91,0.99,8,2013
8,"Matt Hunter, G",CCSU,30,37.2,78,2.60,2.80,102,3.40,78,0.76,1.00,9,2013
9,"Darius Theus, G",VCU,33,26.9,83,2.52,3.73,62,1.88,86,1.34,0.97,10,2013
10,"Lazabian Jackson, G",ARPB,30,31.5,73,2.43,3.09,56,1.87,60,1.30,1.22,11,2013
11,"Elfrid Payton, G",ULL,33,35.5,80,2.42,2.73,113,3.42,76,0.71,1.05,12,2013
12,"Fuquan Edwin, G",HALL,33,32.3,79,2.39,2.96,84,2.55,101,0.94,0.78,13,2013
13,"Jalan West, G",NWST,31,25.1,74,2.39,3.80,58,1.87,64,1.28,1.16,14,2013
14,"Chris Flores, G",NJIT,29,33.3,69,2.38,2.86,82,2.83,72,0.84,0.96,15,2013
15,"Kevin Foster, G",SCU,32,31.8,75,2.34,2.95,110,3.44,75,0.68,1.00,16,2013
16,"Deric Hill, G",FIU,32,23.0,75,2.34,4.07,70,2.19,75,1.07,1.00,17,2013
17,"Isaiah Sykes, G",UCF,31,34.8,72,2.32,2.67,109,3.52,73,0.66,0.99,18,2013
18,"Troy Huff, G",UND,24,32.1,55,2.29,2.86,50,2.08,36,1.10,1.53,19,2013
19,"Jamal Webb, G",UND,31,33.5,71,2.29,2.74,100,3.23,64,0.71,1.11,20,2013
20,"Stephon Carter, G",CSB,30,31.8,68,2.27,2.85,92,3.07,77,0.74,0.88,21,2013
21,"Patricio Garino, G",GW,30,26.9,68,2.27,3.37,77,2.57,91,0.88,0.75,22,2013
22,"Tevin Hammond, G",ARPB,30,32.3,68,2.27,2.81,94,3.13,79,0.72,0.86,23,2013
23,"Victor Oladipo, G",IND,33,28.1,74,2.24,3.19,77,2.33,83,0.96,0.89,24,2013
24,"Peyton Siva, G",LOU,34,31.4,76,2.24,2.85,93,2.74,91,0.82,0.84,25,2013
25,"Daniel Mullings, G",NMSU,34,34.2,76,2.24,2.61,101,2.97,62,0.75,1.23,26,2013
26,"Kevin Hardy, G",MCNS,31,35.0,69,2.23,2.54,65,2.10,72,1.06,0.96,27,2013
27,"Tristan Carey, G",LONG,33,34.1,73,2.21,2.59,62,1.88,76,1.18,0.96,28,2013
28,"Jordan Adams, G",UCLA,33,30.3,73,2.21,2.92,40,1.21,69,1.83,1.06,29,2013
29,"Walt Lemon, G",BRAD,32,34.1,70,2.19,2.56,118,3.69,93,0.59,0.75,30,2013
30,"Andre Roberson, F",COLO,30,33.4,65,2.17,2.59,72,2.40,73,0.90,0.89,31,2013
31,"Chase Hallam, G",DEN,30,31.2,64,2.13,2.74,38,1.27,68,1.68,0.94,32,2013
32,"Rashad Whack, G",MSM,32,29.9,67,2.09,2.80,55,1.72,70,1.22,0.96,33,2013
33,"Christopher Anderson, G",USD,33,32.3,69,2.09,2.59,94,2.85,68,0.73,1.01,34,2013
34,"Nerlens Noel, F",UK,24,31.9,50,2.08,2.61,45,1.88,62,1.11,0.81,35,2013
35,"Chris Bond, F",BALL,30,29.1,62,2.07,2.84,60,2.00,71,1.03,0.87,36,2013
36,"Arsalan Kazemi, F",ORE,32,28.5,66,2.06,2.89,48,1.50,57,1.38,1.16,37,2013
37,"Chaz Williams, G",UMASS,32,35.9,66,2.06,2.30,109,3.41,93,0.61,0.71,38,2013
38,"Javonte Green, F",RAD,32,27.7,66,2.06,2.98,66,2.06,88,1.00,0.75,39,2013
39,"D.J. Cooper, G",OHIO,33,31.5,68,2.06,2.61,115,3.48,50,0.59,1.36,40,2013
40,"Kenneth Ortiz, G",WAG,31,33.9,63,2.03,2.40,120,3.87,84,0.53,0.75,41,2013
41,"Chavaughn Lewis, F",MRST,31,35.2,63,2.03,2.31,110,3.55,82,0.57,0.77,42,2013
42,"Lorenzo Brown, G",NCST,32,34.1,65,2.03,2.39,111,3.47,61,0.59,1.07,43,2013
43,"Kentavious Caldwell-Pope, G",UGA,32,33.9,65,2.03,2.39,64,2.00,70,1.02,0.93,44,2013
44,"Russ Smith, G",LOU,34,29.9,68,2.00,2.67,90,2.65,84,0.76,0.81,45,2013
45,"Aaron Craft, G",OSU,33,34.1,66,2.00,2.35,62,1.88,70,1.06,0.94,46,2013
46,"Shane Larkin, G",MIA,33,36.5,66,2.00,2.19,76,2.30,54,0.87,1.22,47,2013
47,"Trent Meyer, G",UNCA,32,32.8,64,2.00,2.44,73,2.28,74,0.88,0.86,48,2013
48,"Ramon Galloway, G",LAS,30,32.7,60,2.00,2.45,92,3.07,73,0.65,0.82,49,2013
49,"D.J. Seeley, G",CSF,28,32.8,56,2.00,2.44,75,2.68,78,0.75,0.72,50,2013
50,"Shabazz Napier, G",CONN,28,37.3,56,2.00,2.15,67,2.39,58,0.84,0.97,51,2013
51,"Chris Evans, F",KENT,33,33.3,65,1.97,2.37,89,2.70,84,0.73,0.77,52,2013
52,"Stevie Mejia, G",HOF,32,34.3,63,1.97,2.29,104,3.25,82,0.61,0.77,53,2013
53,"Karl Cochran, G",WOF,32,30.8,63,1.97,2.56,74,2.31,77,0.85,0.82,54,2013
54,"Trevor Releford, G",ALA,31,33.1,61,1.97,2.38,55,1.77,63,1.11,0.97,55,2013
55,"Josh Gray, G",TTU,31,26.7,61,1.97,2.95,101,3.26,76,0.60,0.80,56,2013
56,"Stephan Hicks, G",CSN,27,30.7,53,1.96,2.56,55,2.04,53,0.96,1.00,57,2013
57,"Malcolm Armstead, G",WICH,34,28.1,66,1.94,2.77,77,2.26,76,0.86,0.87,58,2013
58,"Mike DiNunno, G",EKY,32,35.8,62,1.94,2.17,84,2.63,76,0.74,0.82,59,2013
59,"Juan'ya Green, G",NIAG,32,37.9,62,1.94,2.04,87,2.72,53,0.71,1.17,60,2013
60,"Arlon Harper, G",CHSO,31,28.1,60,1.94,2.75,64,2.06,73,0.94,0.82,61,2013
61,"Justin Edwards, G",MAINE,29,32.8,56,1.93,2.36,119,4.10,83,0.47,0.67,62,2013
62,"Kierre Greenwood, G",CCAR,28,32.0,54,1.93,2.41,79,2.82,66,0.68,0.82,63,2013
63,"Wesley Saunders, G",HARV,28,37.3,54,1.93,2.07,86,3.07,68,0.63,0.79,64,2013
64,"Ronnie Boggs, G",JVST,28,34.4,54,1.93,2.24,50,1.79,66,1.08,0.82,65,2013
65,"Shonn Miller, F",COR,27,28.8,52,1.93,2.68,45,1.67,71,1.16,0.73,66,2013
66,"Malik Gill, G",DART,26,16.5,50,1.92,4.65,42,1.62,43,1.19,1.16,67,2013
67,"Tony Johnson, G",LAF,34,31.2,65,1.91,2.45,76,2.24,65,0.86,1.00,68,2013
68,"Trey Sumler, G",WCU,32,37.7,61,1.91,2.02,115,3.59,70,0.53,0.87,69,2013
69,"J.J. Mann, G",BEL,32,30.1,61,1.91,2.53,51,1.59,40,1.20,1.53,70,2013
70,"Nick Johnson, G",ARIZ,32,31.2,61,1.91,2.44,58,1.81,58,1.05,1.05,71,2013
71,"Nathan Healy, F",APP,31,35.0,59,1.90,2.18,51,1.65,80,1.16,0.74,72,2013
72,"Charles Carmouche, G",LSU,30,26.7,57,1.90,2.85,53,1.77,70,1.08,0.81,73,2013
73,"Anthony Raffa, G",CCAR,29,32.6,55,1.90,2.33,57,1.97,66,0.96,0.83,74,2013
74,"Keenan Palmore, G",ODU,29,26.4,55,1.90,2.88,53,1.83,89,1.04,0.62,75,2013
75,"Kendrick Perry, G",YSU,28,35.0,53,1.89,2.16,56,2.00,76,0.95,0.70,76,2013
76,"Shannon Scott, G",OSU,33,20.8,62,1.88,3.62,42,1.27,57,1.48,1.09,77,2013
77,"Ray McCallum, G",DET,32,36.6,60,1.88,2.05,65,2.03,63,0.92,0.95,78,2013
78,"Desmar Jackson, G",SIU,31,29.8,58,1.87,2.51,84,2.71,90,0.69,0.64,79,2013
79,"Quinten Rollins, G",M-OH,31,28.9,58,1.87,2.59,70,2.26,81,0.83,0.72,80,2013
80,"Dylon Cormier, G",L-MD,31,35.4,58,1.87,2.11,59,1.90,62,0.98,0.94,81,2013
81,"Ceola Clark III, G",WIU,30,35.6,56,1.87,2.10,56,1.87,46,1.00,1.22,82,2013
82,"Otto Porter Jr., F",GTWN,30,35.3,56,1.87,2.12,45,1.50,57,1.24,0.98,83,2013
83,"Jamie Adams, G",FAMU,30,30.6,56,1.87,2.44,104,3.47,71,0.54,0.79,84,2013
84,"Troy Snyder, F",UMES,27,34.4,50,1.85,2.15,72,2.67,76,0.69,0.66,85,2013
85,"Alex Caruso, G",TAMU,33,24.7,61,1.85,2.99,75,2.27,93,0.81,0.66,86,2013
86,"Matt Carlino, G",BYU,32,28.1,59,1.84,2.63,85,2.66,51,0.69,1.16,87,2013
87,"Jesse Steele, G",MONM,31,31.5,57,1.84,2.33,79,2.55,55,0.72,1.04,88,2013
88,"Derrick Marks, G",BSU,30,30.0,55,1.83,2.44,101,3.37,89,0.54,0.62,89,2013
89,"Russell Johnson, F",RMU,29,26.7,53,1.83,2.74,60,2.07,80,0.88,0.66,90,2013
90,"Kyle Anderson, G",UCLA,34,29.9,62,1.82,2.44,69,2.03,70,0.90,0.89,91,2013
91,"Nate Duhon, G",CHS,28,24.9,51,1.82,2.93,48,1.71,55,1.06,0.93,92,2013
92,"T.J. Bray, G",PRIN,28,34.8,51,1.82,2.09,46,1.64,47,1.11,1.09,93,2013
93,"Marques Oliver, F",DSU,32,28.8,58,1.81,2.51,72,2.25,94,0.81,0.62,94,2013
94,"Rahlir Hollis-Jefferson, F",TEM,31,31.1,56,1.81,2.32,52,1.68,85,1.08,0.66,95,2013
95,"Myles Mack, G",RUTG,31,30.3,56,1.81,2.38,57,1.84,51,0.98,1.10,96,2013
96,"Geron Johnson, G",MEM,31,28.4,56,1.81,2.54,91,2.94,83,0.62,0.67,97,2013
97,"Quinton Pippen, G",CHS,31,28.7,56,1.81,2.52,48,1.55,92,1.17,0.61,98,2013
98,"Jarvis Threatt, G",DEL,30,33.6,54,1.80,2.14,75,2.50,61,0.72,0.89,99,2013
99,"DeAndre Kane, G",MRSH,28,37.1,50,1.79,1.92,118,4.21,75,0.42,0.67,100,2013
0,"Briante Weber, G",VCU,34,28.5,115,3.38,4.75,63,1.85,84,1.83,1.37,1,2014
1,"Duke Mondy, G",OAK,29,33.0,90,3.10,3.76,71,2.45,94,1.27,0.96,2,2014
2,"Marcus Smart, G",OKST,30,32.5,83,2.77,3.40,76,2.53,87,1.09,0.95,3,2014
3,"Jordan Adams, G",UCLA,33,30.0,90,2.73,3.64,52,1.58,72,1.73,1.25,4,2014
4,"Tevin Hammond, G",ARPB,31,35.5,83,2.68,3.02,118,3.81,90,0.70,0.92,5,2014
5,"Fuquan Edwin, G",HALL,29,30.1,77,2.66,3.53,53,1.83,81,1.45,0.95,6,2014
6,"Denzel Livingston, G",IW,27,32.9,68,2.52,3.06,73,2.70,57,0.93,1.19,7,2014
7,"Jalan West, G",NWST,31,32.9,78,2.52,3.06,84,2.71,75,0.93,1.04,8,2014
8,"Aaron Craft, G",OSU,34,34.3,85,2.50,2.91,85,2.50,82,1.00,1.04,9,2014
9,"Delon Wright, G",UTAH,32,36.4,80,2.50,2.75,78,2.44,58,1.03,1.38,10,2014
10,"Speedy Smith, G",LT,33,30.0,82,2.48,3.31,78,2.36,69,1.05,1.19,11,2014
11,"Walt Lemon, G",BRAD,32,35.5,78,2.44,2.75,115,3.59,76,0.68,1.03,12,2014
12,"Desmar Jackson, G",SIU,33,32.9,80,2.42,2.94,98,2.97,92,0.82,0.87,13,2014
13,"Kendrick Perry, G",YSU,32,36.5,76,2.38,2.60,60,1.88,85,1.27,0.89,14,2014
14,"Quinten Rollins, G",M-OH,31,31.0,73,2.35,3.04,76,2.45,84,0.96,0.87,15,2014
15,"Marcel Mosley, G",ARPB,26,30.7,61,2.35,3.06,72,2.77,66,0.85,0.92,16,2014
16,"Troy Huff, G",UND,33,29.4,77,2.33,3.18,63,1.91,57,1.22,1.35,17,2014
17,"Chris Jones, G",LOU,30,25.2,68,2.27,3.60,43,1.43,74,1.58,0.92,18,2014
18,"Elfrid Payton, G",ULL,34,35.8,77,2.26,2.53,126,3.71,81,0.61,0.95,19,2014
19,"Trevor Releford, G",ALA,31,34.8,69,2.23,2.56,82,2.65,84,0.84,0.82,20,2014
20,"Corey Walden, G",EKY,33,31.9,73,2.21,2.78,69,2.09,116,1.06,0.63,21,2014
21,"Jelani Hewitt, G",GASO,34,33.9,75,2.21,2.60,103,3.03,78,0.73,0.96,22,2014
22,"Jordan Fouse, G",GB,30,31.5,66,2.20,2.80,57,1.90,81,1.16,0.81,23,2014
23,"R.J. Williams, G",L-MD,27,30.5,59,2.19,2.86,68,2.52,68,0.87,0.87,24,2014
24,"Sidney Sanders Jr., G",FDU,31,33.6,67,2.16,2.57,78,2.52,84,0.86,0.80,25,2014
25,"Maurice Watson Jr., G",BU,34,31.1,73,2.15,2.76,98,2.88,83,0.74,0.88,26,2014
26,"Pierria Henry, G",CHAR,30,33.8,64,2.13,2.53,99,3.30,87,0.65,0.74,27,2014
27,"Anthony Henderson, G",BGSU,31,33.8,66,2.13,2.52,41,1.32,87,1.61,0.76,28,2014
28,"Pee Wee Gardner, G",AMER,32,37.0,68,2.13,2.30,90,2.81,79,0.76,0.86,29,2014
29,"Tyler Ennis, G",SYR,32,35.6,68,2.13,2.39,55,1.72,64,1.24,1.06,30,2014
30,"Shaquille Boga, G",TRGV,31,33.3,65,2.10,2.52,56,1.81,71,1.16,0.92,31,2014
31,"J.J. Mann, G",BEL,33,34.9,69,2.09,2.40,55,1.67,48,1.25,1.44,32,2014
32,"Emanuel Chapman, G",NCCU,33,34.1,69,2.09,2.45,82,2.48,63,0.84,1.10,33,2014
33,"Russ Smith, G",LOU,34,28.7,71,2.09,2.91,90,2.65,83,0.79,0.86,34,2014
34,"Tanner Omlid, G",ARMY,31,18.0,63,2.03,4.51,33,1.06,72,1.91,0.88,35,2014
35,"Alex Caruso, G",TAMU,32,29.8,65,2.03,2.73,77,2.41,86,0.84,0.76,36,2014
36,"Shannon Scott, G",OSU,34,26.8,69,2.03,3.03,63,1.85,76,1.10,0.91,37,2014
37,"Tweety Knight, G",MTSU,33,28.0,66,2.00,2.86,92,2.79,86,0.72,0.77,38,2014
38,"Kevin Hardy, G",MCNS,31,35.5,62,2.00,2.26,80,2.58,92,0.78,0.67,39,2014
39,"Shaun Lawton, G",MAINE,28,27.3,56,2.00,2.94,89,3.18,82,0.63,0.68,40,2014
40,"Javonte Green, F",RAD,33,25.4,65,1.97,3.11,56,1.70,92,1.16,0.71,41,2014
41,"Alex Barlow, G",BUT,31,32.9,61,1.97,2.39,36,1.16,101,1.69,0.60,42,2014
42,"Fred VanVleet, G",WICH,34,31.7,66,1.94,2.45,46,1.35,63,1.43,1.05,43,2014
43,"Brent Arrington, G",MORE,33,27.9,64,1.94,2.78,72,2.18,120,0.89,0.53,44,2014
44,"R.J. Hunter, G",GAST,32,33.5,62,1.94,2.31,38,1.19,75,1.63,0.83,45,2014
45,"Chavaughn Lewis, F",MRST,31,34.6,60,1.94,2.24,98,3.16,89,0.61,0.67,46,2014
46,"Chris Fowler, G",CMU,31,33.1,60,1.94,2.34,87,2.81,93,0.69,0.65,47,2014
47,"Tymell Murphy, F",FIU,31,34.4,60,1.94,2.25,91,2.94,90,0.66,0.67,48,2014
48,"Gary Harris, G",MSU,31,32.3,60,1.94,2.40,52,1.68,60,1.15,1.00,49,2014
49,"Austin Hollins, G",MINN,33,32.6,63,1.91,2.34,57,1.73,62,1.11,1.02,50,2014
50,"Angelo Warner, G",MORE,33,34.8,63,1.91,2.20,89,2.70,92,0.71,0.68,51,2014
51,"Anthony Hickey Jr., G",LSU,32,31.3,61,1.91,2.44,40,1.25,74,1.53,0.82,52,2014
52,"Jehvon Clarke, G",BGSU,32,36.4,61,1.91,2.09,117,3.66,63,0.52,0.97,53,2014
53,"Justin Black, G",MORG,31,33.9,59,1.90,2.24,98,3.16,91,0.60,0.65,54,2014
54,"Daniel Mullings, G",NMSU,34,33.2,64,1.88,2.27,83,2.44,83,0.77,0.77,55,2014
55,"Trevor Cooney, G",SYR,32,32.5,60,1.88,2.31,24,0.75,35,2.50,1.71,56,2014
56,"Craig Sword, G",MSST,32,28.1,60,1.88,2.67,96,3.00,93,0.63,0.65,57,2014
57,"Derek Jackson, G",KENT,32,31.8,59,1.84,2.32,54,1.69,33,1.09,1.79,58,2014
58,"Devyn Marble, G",IOWA,32,30.0,59,1.84,2.46,57,1.78,62,1.04,0.95,59,2014
59,"Christopher Anderson, G",USD,32,33.2,59,1.84,2.22,84,2.63,69,0.70,0.86,60,2014
60,"Kenneth Ortiz, G",WAG,31,32.2,57,1.84,2.29,91,2.94,72,0.63,0.79,61,2014
61,"Quinton Pippen, G",CHS,31,31.1,57,1.84,2.37,70,2.26,98,0.81,0.58,62,2014
62,"Vince Martin, G",JAC,30,32.5,55,1.83,2.25,54,1.80,49,1.02,1.12,63,2014
63,"Jamel Waters, G",ALST,30,35.1,55,1.83,2.09,71,2.37,67,0.77,0.82,64,2014
64,"Devin Patterson, G",OMA,30,26.1,55,1.83,2.81,72,2.40,59,0.76,0.93,65,2014
65,"Cameron Wright, G",PITT,34,31.0,62,1.82,2.35,49,1.44,71,1.27,0.87,66,2014
66,"Shaquille Harrison, G",TLSA,33,30.2,60,1.82,2.41,73,2.21,73,0.82,0.82,67,2014
67,"Retin Obasohan, G",ALA,30,28.7,54,1.80,2.51,56,1.87,85,0.96,0.64,68,2014
68,"Matt Carlino, G",BYU,34,27.1,61,1.79,2.65,70,2.06,61,0.87,1.00,69,2014
69,"Davon Usher, G",DEL,34,36.6,61,1.79,1.96,69,2.03,88,0.88,0.69,70,2014
70,"Brandon Young, G",DEP,32,34.8,57,1.78,2.05,99,3.09,61,0.58,0.93,71,2014
71,"Richard Carter, G",DRKE,31,31.2,55,1.77,2.27,76,2.45,75,0.72,0.73,72,2014
72,"QJ Peterson, G",VMI,31,33.0,55,1.77,2.15,65,2.10,72,0.85,0.76,73,2014
73,"T.J. McConnell, G",ARIZ,34,31.9,60,1.76,2.21,61,1.79,77,0.98,0.78,74,2014
74,"Pierre Bland, G",IPFW,34,33.0,60,1.76,2.14,65,1.91,76,0.92,0.79,75,2014
75,"Quincy Diggs, F",AKR,33,29.7,58,1.76,2.37,92,2.79,55,0.63,1.05,76,2014
76,"Kyle Anderson, G",UCLA,33,33.2,58,1.76,2.11,101,3.06,55,0.57,1.05,77,2014
77,"Xavier Pollard, G",MAINE,24,32.0,42,1.75,2.19,74,3.08,69,0.57,0.61,78,2014
78,"Tyler Strange, G",WEBB,33,32.3,57,1.73,2.14,59,1.79,57,0.97,1.00,79,2014
79,"TJ Warren, F",NCST,33,35.3,57,1.73,1.96,78,2.36,90,0.73,0.63,80,2014
80,"Jarod Oldham, G",BUFF,29,31.2,50,1.72,2.21,83,2.86,85,0.60,0.59,81,2014
81,"Tomas Sanchez, G",IDST,29,37.9,50,1.72,1.82,92,3.17,61,0.54,0.82,82,2014
82,"Marquis Wright, G",SIE,32,34.7,55,1.72,1.98,96,3.00,77,0.57,0.71,83,2014
83,"Wesley Saunders, G",HARV,28,33.7,48,1.71,2.04,65,2.32,65,0.74,0.74,84,2014
