,RK,PLAYER,TEAM,GP,PPG,3PM,3PA,total_3PM,total_3PA,3P%,2PM,2PA,2P%,PPS,FG%
1008,49,"Rocky Collum, G",UIC,13,4.5,1.2,3,16,35,0.457,2,7.0,0.286,1.4,0.619
1009,50,"Martin Samarco, G",BGSU,29,18.9,3.4,8,100,219,0.457,75,199.0,0.377,1.31,0.538
1010,51,"Trent Strickland, G-F",WAKE,33,11.8,1.2,3,39,86,0.453,94,187.0,0.503,1.42,0.559
1011,52,"Antoine Jordan, G",SIE,28,17.1,1.2,3,34,75,0.453,133,281.0,0.473,1.35,0.517
1012,53,"Kejuan Johnson, G",LBSU,23,11.5,1.5,3,34,75,0.453,54,119.0,0.454,1.36,0.541
1013,54,"Chris Lofton, G",TENN,28,17.3,3.8,8,106,234,0.453,56,104.0,0.538,1.43,0.636
1014,55,"Jaycee Carroll, G",USU,31,16.1,2.9,6,91,201,0.453,85,179.0,0.475,1.32,0.583
1015,56,"Donte Gennie, G",GASO,29,12.3,1.5,3,43,95,0.453,95,183.0,0.519,1.29,0.574
1016,57,"Clarke Jackson, G",CENT,27,7.4,1.6,4,43,95,0.453,26,51.0,0.51,1.37,0.62
1017,58,"Patrick Fields, G-F",BAY,16,8.3,1.2,3,19,42,0.452,19,39.0,0.487,1.64,0.586
1018,59,"Cyril Djoukeng, G",NICH,26,8.8,1.3,3,33,73,0.452,37,82.0,0.451,1.48,0.558
1019,60,"Derrick Byars, G-F",VAN,29,12.2,2.1,5,61,135,0.452,62,119.0,0.521,1.4,0.604
1020,61,"Darren Cooper, G",PORT,27,14.9,2.2,5,59,131,0.45,61,138.0,0.442,1.49,0.556
1021,62,"Aaron White, G",AMCC,28,10.4,2.3,5,63,140,0.45,37,76.0,0.487,1.34,0.609
1022,63,"Andre Bynum, G",RAD,22,8.3,1.2,3,27,60,0.45,34,68.0,0.5,1.43,0.582
1023,64,"Nick Lewis, F-C",USD,30,17.6,1.5,3,44,98,0.449,147,274.0,0.536,1.42,0.573
1024,65,"Chris Jordan, G",SHSU,29,14.3,1.7,4,48,107,0.449,93,184.0,0.505,1.43,0.567
1025,66,"Chris Lee, G",SELA,28,8.9,0.9,2,26,58,0.448,54,125.0,0.432,1.37,0.508
1026,67,"Jarrius Jackson, G",TTU,32,20.5,2.3,5,73,163,0.448,143,333.0,0.429,1.32,0.509
1027,68,"Sean Ogirri, G",WICH,32,11.9,2.6,6,83,186,0.446,33,86.0,0.384,1.4,0.579
1028,69,"Kenny Wilson, G",BSU,28,5.4,1.0,2,29,65,0.446,18,31.0,0.581,1.56,0.641
1029,70,"Josh Lawrence, F",GB,30,9.2,1.1,2,33,74,0.446,67,148.0,0.453,1.25,0.525
1030,71,"Frank Robinson, G",CSF,29,11.5,1.7,4,49,110,0.445,72,140.0,0.514,1.33,0.582
1031,72,"Nic Campbell, F",UCI,29,10.5,2.1,5,61,137,0.445,43,75.0,0.573,1.44,0.634
1032,73,"Tony Bethel, G",NCST,29,9.6,2.2,5,65,146,0.445,30,78.0,0.385,1.24,0.569
1033,74,"Chris Vetrano, G",UNH,29,7.0,1.8,4,52,117,0.444,12,26.0,0.462,1.43,0.629
1034,75,"Morris Almond, F",RICE,28,21.9,1.7,4,48,108,0.444,176,340.0,0.518,1.37,0.554
1035,76,"Mike Nelson, G",NDSU,28,12.1,1.4,3,40,90,0.444,83,156.0,0.532,1.38,0.581
1036,77,"Ike Count, G",TXSO,16,7.6,1.0,2,16,36,0.444,32,82.0,0.39,1.03,0.475
1037,78,"DeWitt Scott, F",IPFW,28,14.2,2.5,6,70,158,0.443,64,149.0,0.43,1.29,0.55
1038,79,"Paul Johnson, F",RID,28,7.6,1.1,3,31,70,0.443,46,88.0,0.523,1.35,0.585
1039,80,"Mike Gansey, F",WVU,30,17.2,2.3,5,69,156,0.442,121,184.0,0.658,1.52,0.66
1040,81,"Lester Abram, G-F",MICH,16,10.9,0.9,2,15,34,0.441,48,75.0,0.64,1.6,0.647
1041,82,"Trey Johnson, G",JKST,32,23.5,2.1,5,67,152,0.441,188,408.0,0.461,1.34,0.515
1042,83,"Ricky Soliver, G",IONA,30,16.2,1.6,4,48,109,0.44,116,259.0,0.448,1.32,0.511
1043,84,"Troy Okeson, G",WIU,15,8.9,2.2,5,33,75,0.44,8,23.0,0.348,1.36,0.587
1044,85,"Bobby Kelly, G",NE,30,8.6,1.3,3,40,91,0.44,59,94.0,0.628,1.4,0.643
1045,86,"Lenny Jefferson, G",CCSU,26,10.5,1.7,4,43,98,0.439,40,101.0,0.396,1.37,0.525
1046,87,"Chris Gaynor, G",WIN,30,6.8,1.7,4,50,114,0.439,21,45.0,0.467,1.28,0.604
1047,88,"Louis Hinnant, G",BC,33,7.3,1.2,3,39,89,0.438,41,75.0,0.547,1.47,0.607
1048,89,"Carl Elliott, G",GW,28,11.5,1.6,4,45,103,0.437,69,146.0,0.473,1.29,0.548
1049,90,"Adam Morrison, F",GONZ,30,28.4,2.3,5,69,158,0.437,211,404.0,0.522,1.52,0.56
1050,91,"DeMarcus Nelson, G",DUKE,21,7.8,1.1,3,24,55,0.436,36,71.0,0.507,1.29,0.571
1051,92,"Antoine Agudio, G",HOF,30,16.9,2.7,6,82,188,0.436,89,190.0,0.468,1.34,0.561
1052,93,"Benson Callier, G",WKU,30,9.0,1.4,3,41,94,0.436,51,114.0,0.447,1.3,0.541
1053,94,"Ben Luber, G",PSU,28,7.2,1.2,3,34,78,0.436,40,94.0,0.426,1.17,0.529
1054,95,"Herbie Allen, G",FAIR,28,6.5,1.2,3,34,78,0.436,20,47.0,0.426,1.46,0.568
1055,96,"Chris Moore, G",CHSO,29,13.0,2.2,5,64,147,0.435,64,152.0,0.421,1.26,0.535
1056,97,"Sean Taibi, G",UNCO,29,15.3,2.9,7,84,193,0.435,65,132.0,0.492,1.37,0.588
1057,98,"Jeff Halbert, F",OHIO,28,6.5,1.7,4,47,108,0.435,14,27.0,0.519,1.36,0.626
1058,99,"Chris Quinn, G",ND,27,17.8,2.5,6,67,154,0.435,95,204.0,0.466,1.34,0.546
1059,100,"Justin Jonus, G",ALA,14,5.9,1.4,3,20,46,0.435,5,16.0,0.313,1.32,0.565
1060,101,"Walker Russell, G",JVST,29,14.0,1.6,4,46,106,0.434,78,183.0,0.426,1.4,0.509
1061,102,"Kyle Wilson, F",WICH,32,11.2,1.1,3,36,83,0.434,81,172.0,0.471,1.41,0.529
1062,103,"Ja'Ron Jefferson, G",MTST,28,14.3,2.3,5,65,150,0.433,76,180.0,0.422,1.22,0.526
1063,104,"Drew Coffman, G",TTU,11,4.3,1.2,3,13,30,0.433,2,4.0,0.5,1.38,0.632
1064,105,"Johnny Gray, G",PAC,32,14.8,2.1,5,67,155,0.432,102,189.0,0.54,1.38,0.589
1065,106,"Terrell Stovall, G",WEB,23,11.4,1.5,4,35,81,0.432,43,89.0,0.483,1.55,0.562
1066,107,"Kevin Green, G",FAU,27,5.7,1.4,3,38,88,0.432,9,25.0,0.36,1.35,0.584
1067,108,"David Moss, G",INST,21,16.6,1.0,2,22,51,0.431,106,229.0,0.463,1.24,0.496
1068,109,"Ian Johnson, F",DAV,30,15.7,1.0,2,31,72,0.431,158,290.0,0.545,1.3,0.565
1069,110,"Eugene Kotorobai, F",LIU,28,6.3,1.1,3,31,72,0.431,30,69.0,0.435,1.24,0.543
1070,111,"Trae Clark, G",CP,24,8.3,1.3,3,31,72,0.431,32,80.0,0.4,1.31,0.516
1071,112,"Nick Dissly, F",MTST,30,7.2,1.1,3,34,79,0.43,44,83.0,0.53,1.34,0.586
1072,113,"Negus McKenna, F",WCU,28,6.8,1.3,3,37,86,0.43,30,57.0,0.526,1.32,0.598
1073,114,"Michael Neal, G",OKLA,26,12.7,3.3,8,86,200,0.43,17,54.0,0.315,1.3,0.575
1074,115,"C.J. Watson, G",TENN,28,15.3,1.6,4,46,107,0.43,80,164.0,0.488,1.58,0.55
1075,116,"Ashanti Cook, G",GTWN,30,9.8,1.5,4,46,107,0.43,58,119.0,0.487,1.3,0.562
1076,117,"Michael Van Schaick, G",FAIR,28,8.8,1.6,4,46,107,0.43,30,71.0,0.423,1.38,0.556
1077,118,"Henry Uhegwu, G",SUU,29,13.5,1.9,4,55,128,0.43,60,115.0,0.522,1.61,0.586
1078,119,"Anthony Morrow, G",GT,28,16.0,2.8,7,78,182,0.429,76,166.0,0.458,1.29,0.555
1079,120,"David Johnson, G",SEMO,3,9.7,2.0,5,6,14,0.429,2,4.0,0.5,1.61,0.611
1080,1,"Kyle Carder, F",COLO,4,4.8,1.3,2,5,9,0.556,2,2.0,1.0,1.73,0.864
1081,2,"Juma Kamara, F",PRST,28,11.4,1.7,3,48,91,0.527,68,144.0,0.472,1.36,0.596
1082,3,"Andrew Wilson, G-F",FSU,28,6.3,1.4,3,40,79,0.506,16,31.0,0.516,1.6,0.691
1083,4,"Carldell 'Squeaky' Johnson, G",UAB,30,7.5,1.4,3,41,82,0.5,39,101.0,0.386,1.23,0.549
1084,5,"Dale Lamberth, F",MOST,28,7.8,1.1,2,30,60,0.5,53,91.0,0.582,1.45,0.649
1085,6,"Preston Peterson, F",CSU,1,3.0,1.0,2,1,2,0.5,0,0.0,0.0,1.5,0.75
1086,7,"Stephen Sir, G",NAU,31,11.3,3.0,6,92,185,0.497,25,58.0,0.431,1.44,0.671
1087,8,"Sasa Cuic, F",ORST,30,13.5,1.2,2,36,73,0.493,90,184.0,0.489,1.58,0.56
1088,9,"Esteban Bonzano, F-C",SUU,30,3.5,1.0,2,30,61,0.492,5,8.0,0.625,1.54,0.725
1089,10,"Steve Barnes, G",SUU,30,8.4,1.5,3,45,92,0.489,39,74.0,0.527,1.51,0.642
1090,11,"Jamar Smith, G",ILL,30,7.8,2.0,4,60,123,0.488,17,41.0,0.415,1.42,0.652
1091,12,"Brandon Rush, G",KU,32,13.6,1.5,3,49,101,0.485,117,244.0,0.48,1.26,0.552
1092,13,"Brock Reichner, G",BYU,28,10.5,1.8,4,51,106,0.481,46,105.0,0.438,1.39,0.581
1093,14,"David Ryan, F",SIE,27,9.8,1.7,4,47,98,0.48,40,87.0,0.46,1.43,0.597
1094,15,"Jason McLeish, G",EKY,29,17.8,2.0,4,57,119,0.479,111,219.0,0.507,1.52,0.581
1095,16,"Dan Nwaelele, F",AFA,30,11.7,2.1,4,64,134,0.478,52,103.0,0.505,1.49,0.624
1096,17,"Josh Alexander, F",SFA,29,14.2,2.5,5,73,153,0.477,69,116.0,0.595,1.54,0.664
1097,18,"Alexander Harper, G",VCU,29,6.8,1.1,2,31,65,0.477,35,76.0,0.461,1.4,0.578
1098,19,"J. Robert Merritt, F",SAM,31,17.6,3.9,8,120,252,0.476,60,134.0,0.448,1.41,0.622
1099,20,"Keith Simmons, G",HC,32,14.2,1.9,4,60,126,0.476,98,175.0,0.56,1.51,0.625
1100,21,"Virgil Matthews, G-F",MONT,29,10.0,1.0,2,28,59,0.475,74,144.0,0.514,1.43,0.571
1101,22,"Ross Schraeder, G",UCI,29,13.1,2.6,5,74,156,0.474,51,98.0,0.52,1.5,0.638
1102,23,"Marshall Strickland, G",IND,28,12.5,2.2,5,62,131,0.473,50,103.0,0.485,1.5,0.611
1103,24,"Chris Hernandez, G",STAN,28,14.1,2.5,5,69,146,0.473,43,107.0,0.402,1.56,0.579
1104,25,"Marcus Clark, G",SFA,27,12.0,1.6,3,43,91,0.473,66,141.0,0.468,1.4,0.563
1105,26,"Josh Gomes, G",EIU,27,15.1,2.1,4,57,121,0.471,86,198.0,0.434,1.28,0.538
1106,27,"Quinton Young, G",FAU,28,7.2,1.9,4,53,113,0.469,15,30.0,0.5,1.41,0.661
1107,28,"Shawn Huff, G-F",VALP,15,7.5,1.0,2,15,32,0.469,23,44.0,0.523,1.47,0.599
1108,29,"Nick George, F",VCU,29,16.9,1.8,4,52,111,0.468,115,246.0,0.467,1.38,0.541
1109,30,"Richard Law, F",USA,24,11.2,2.1,4,50,107,0.467,42,72.0,0.583,1.5,0.654
1110,31,"Gabe McMillen, G",STET,32,7.9,1.3,3,42,90,0.467,43,88.0,0.489,1.42,0.596
1111,32,"Kyle Shiloh, G",NEV,32,8.8,1.4,3,46,99,0.465,44,113.0,0.389,1.33,0.533
1112,33,"Jamal Abu-Shamala, G-F",MINN,28,4.9,0.9,2,26,56,0.464,21,45.0,0.467,1.37,0.594
1113,34,"Steve Novak, F",MARQ,30,17.5,3.9,8,116,250,0.464,52,103.0,0.505,1.48,0.64
1114,35,"James Collins, G",BSC,27,13.0,2.6,6,70,151,0.464,44,84.0,0.524,1.49,0.634
1115,36,"Chris Riouse, G",ORU,25,7.8,2.2,5,55,119,0.462,10,24.0,0.417,1.36,0.647
1116,37,"Kyle Anslinger, G",EVAN,29,10.0,2.1,4,60,130,0.462,38,91.0,0.418,1.31,0.579
1117,38,"Ryan Baumgartner, G",IDST,26,3.9,0.9,2,24,52,0.462,9,22.0,0.409,1.38,0.608
1118,39,"Josh Shipp, G-F",UCLA,4,11.3,1.5,3,6,13,0.462,10,26.0,0.385,1.15,0.487
1119,40,"Seth Colclasure, G",VALP,29,8.6,2.0,4,58,126,0.46,26,42.0,0.619,1.49,0.673
1120,41,"Kyle Carder, F",COLO,4,4.8,1.3,2,5,9,0.556,2,2.0,1.0,1.73,0.864
1121,42,"Juma Kamara, F",PRST,28,11.4,1.7,3,48,91,0.527,68,144.0,0.472,1.36,0.596
1122,43,"Andrew Wilson, G-F",FSU,28,6.3,1.4,3,40,79,0.506,16,31.0,0.516,1.6,0.691
1123,44,"Carldell 'Squeaky' Johnson, G",UAB,30,7.5,1.4,3,41,82,0.5,39,101.0,0.386,1.23,0.549
1124,45,"Dale Lamberth, F",MOST,28,7.8,1.1,2,30,60,0.5,53,91.0,0.582,1.45,0.649
1125,46,"Preston Peterson, F",CSU,1,3.0,1.0,2,1,2,0.5,0,0.0,0.0,1.5,0.75
1126,47,"Stephen Sir, G",NAU,31,11.3,3.0,6,92,185,0.497,25,58.0,0.431,1.44,0.671
1127,48,"Sasa Cuic, F",ORST,30,13.5,1.2,2,36,73,0.493,90,184.0,0.489,1.58,0.56
1128,49,"Esteban Bonzano, F-C",SUU,30,3.5,1.0,2,30,61,0.492,5,8.0,0.625,1.54,0.725
1129,50,"Steve Barnes, G",SUU,30,8.4,1.5,3,45,92,0.489,39,74.0,0.527,1.51,0.642
1130,51,"Jamar Smith, G",ILL,30,7.8,2.0,4,60,123,0.488,17,41.0,0.415,1.42,0.652
1131,52,"Brandon Rush, G",KU,32,13.6,1.5,3,49,101,0.485,117,244.0,0.48,1.26,0.552
1132,53,"Brock Reichner, G",BYU,28,10.5,1.8,4,51,106,0.481,46,105.0,0.438,1.39,0.581
1133,54,"David Ryan, F",SIE,27,9.8,1.7,4,47,98,0.48,40,87.0,0.46,1.43,0.597
1134,55,"Jason McLeish, G",EKY,29,17.8,2.0,4,57,119,0.479,111,219.0,0.507,1.52,0.581
1135,56,"Dan Nwaelele, F",AFA,30,11.7,2.1,4,64,134,0.478,52,103.0,0.505,1.49,0.624
1136,57,"Josh Alexander, F",SFA,29,14.2,2.5,5,73,153,0.477,69,116.0,0.595,1.54,0.664
1137,58,"Alexander Harper, G",VCU,29,6.8,1.1,2,31,65,0.477,35,76.0,0.461,1.4,0.578
1138,59,"J. Robert Merritt, F",SAM,31,17.6,3.9,8,120,252,0.476,60,134.0,0.448,1.41,0.622
1139,60,"Keith Simmons, G",HC,32,14.2,1.9,4,60,126,0.476,98,175.0,0.56,1.51,0.625
1140,61,"Virgil Matthews, G-F",MONT,29,10.0,1.0,2,28,59,0.475,74,144.0,0.514,1.43,0.571
1141,62,"Ross Schraeder, G",UCI,29,13.1,2.6,5,74,156,0.474,51,98.0,0.52,1.5,0.638
1142,63,"Marshall Strickland, G",IND,28,12.5,2.2,5,62,131,0.473,50,103.0,0.485,1.5,0.611
1143,64,"Chris Hernandez, G",STAN,28,14.1,2.5,5,69,146,0.473,43,107.0,0.402,1.56,0.579
1144,65,"Marcus Clark, G",SFA,27,12.0,1.6,3,43,91,0.473,66,141.0,0.468,1.4,0.563
1145,66,"Josh Gomes, G",EIU,27,15.1,2.1,4,57,121,0.471,86,198.0,0.434,1.28,0.538
1146,67,"Quinton Young, G",FAU,28,7.2,1.9,4,53,113,0.469,15,30.0,0.5,1.41,0.661
1147,68,"Shawn Huff, G-F",VALP,15,7.5,1.0,2,15,32,0.469,23,44.0,0.523,1.47,0.599
1148,69,"Nick George, F",VCU,29,16.9,1.8,4,52,111,0.468,115,246.0,0.467,1.38,0.541
1149,70,"Richard Law, F",USA,24,11.2,2.1,4,50,107,0.467,42,72.0,0.583,1.5,0.654
1150,71,"Gabe McMillen, G",STET,32,7.9,1.3,3,42,90,0.467,43,88.0,0.489,1.42,0.596
1151,72,"Kyle Shiloh, G",NEV,32,8.8,1.4,3,46,99,0.465,44,113.0,0.389,1.33,0.533
1152,73,"Jamal Abu-Shamala, G-F",MINN,28,4.9,0.9,2,26,56,0.464,21,45.0,0.467,1.37,0.594
1153,74,"Steve Novak, F",MARQ,30,17.5,3.9,8,116,250,0.464,52,103.0,0.505,1.48,0.64
1154,75,"James Collins, G",BSC,27,13.0,2.6,6,70,151,0.464,44,84.0,0.524,1.49,0.634
1155,76,"Chris Riouse, G",ORU,25,7.8,2.2,5,55,119,0.462,10,24.0,0.417,1.36,0.647
1156,77,"Kyle Anslinger, G",EVAN,29,10.0,2.1,4,60,130,0.462,38,91.0,0.418,1.31,0.579
1157,78,"Ryan Baumgartner, G",IDST,26,3.9,0.9,2,24,52,0.462,9,22.0,0.409,1.38,0.608
1158,79,"Josh Shipp, G-F",UCLA,4,11.3,1.5,3,6,13,0.462,10,26.0,0.385,1.15,0.487
1159,80,"Seth Colclasure, G",VALP,29,8.6,2.0,4,58,126,0.46,26,42.0,0.619,1.49,0.673
1160,81,"Kyle Carder, F",COLO,4,4.8,1.3,2,5,9,0.556,2,2.0,1.0,1.73,0.864
1161,82,"Juma Kamara, F",PRST,28,11.4,1.7,3,48,91,0.527,68,144.0,0.472,1.36,0.596
1162,83,"Andrew Wilson, G-F",FSU,28,6.3,1.4,3,40,79,0.506,16,31.0,0.516,1.6,0.691
1163,84,"Carldell 'Squeaky' Johnson, G",UAB,30,7.5,1.4,3,41,82,0.5,39,101.0,0.386,1.23,0.549
1164,85,"Dale Lamberth, F",MOST,28,7.8,1.1,2,30,60,0.5,53,91.0,0.582,1.45,0.649
1165,86,"Preston Peterson, F",CSU,1,3.0,1.0,2,1,2,0.5,0,0.0,0.0,1.5,0.75
1166,87,"Stephen Sir, G",NAU,31,11.3,3.0,6,92,185,0.497,25,58.0,0.431,1.44,0.671
1167,88,"Sasa Cuic, F",ORST,30,13.5,1.2,2,36,73,0.493,90,184.0,0.489,1.58,0.56
1168,89,"Esteban Bonzano, F-C",SUU,30,3.5,1.0,2,30,61,0.492,5,8.0,0.625,1.54,0.725
1169,90,"Steve Barnes, G",SUU,30,8.4,1.5,3,45,92,0.489,39,74.0,0.527,1.51,0.642
1170,91,"Jamar Smith, G",ILL,30,7.8,2.0,4,60,123,0.488,17,41.0,0.415,1.42,0.652
1171,92,"Brandon Rush, G",KU,32,13.6,1.5,3,49,101,0.485,117,244.0,0.48,1.26,0.552
1172,93,"Brock Reichner, G",BYU,28,10.5,1.8,4,51,106,0.481,46,105.0,0.438,1.39,0.581
1173,94,"David Ryan, F",SIE,27,9.8,1.7,4,47,98,0.48,40,87.0,0.46,1.43,0.597
1174,95,"Jason McLeish, G",EKY,29,17.8,2.0,4,57,119,0.479,111,219.0,0.507,1.52,0.581
1175,96,"Dan Nwaelele, F",AFA,30,11.7,2.1,4,64,134,0.478,52,103.0,0.505,1.49,0.624
1176,97,"Josh Alexander, F",SFA,29,14.2,2.5,5,73,153,0.477,69,116.0,0.595,1.54,0.664
1177,98,"Alexander Harper, G",VCU,29,6.8,1.1,2,31,65,0.477,35,76.0,0.461,1.4,0.578
1178,99,"J. Robert Merritt, F",SAM,31,17.6,3.9,8,120,252,0.476,60,134.0,0.448,1.41,0.622
1179,100,"Keith Simmons, G",HC,32,14.2,1.9,4,60,126,0.476,98,175.0,0.56,1.51,0.625
1180,101,"Virgil Matthews, G-F",MONT,29,10.0,1.0,2,28,59,0.475,74,144.0,0.514,1.43,0.571
1181,102,"Ross Schraeder, G",UCI,29,13.1,2.6,5,74,156,0.474,51,98.0,0.52,1.5,0.638
1182,103,"Marshall Strickland, G",IND,28,12.5,2.2,5,62,131,0.473,50,103.0,0.485,1.5,0.611
1183,104,"Chris Hernandez, G",STAN,28,14.1,2.5,5,69,146,0.473,43,107.0,0.402,1.56,0.579
1184,105,"Marcus Clark, G",SFA,27,12.0,1.6,3,43,91,0.473,66,141.0,0.468,1.4,0.563
1185,106,"Josh Gomes, G",EIU,27,15.1,2.1,4,57,121,0.471,86,198.0,0.434,1.28,0.538
1186,107,"Quinton Young, G",FAU,28,7.2,1.9,4,53,113,0.469,15,30.0,0.5,1.41,0.661
1187,108,"Shawn Huff, G-F",VALP,15,7.5,1.0,2,15,32,0.469,23,44.0,0.523,1.47,0.599
1188,109,"Nick George, F",VCU,29,16.9,1.8,4,52,111,0.468,115,246.0,0.467,1.38,0.541
1189,110,"Richard Law, F",USA,24,11.2,2.1,4,50,107,0.467,42,72.0,0.583,1.5,0.654
1190,111,"Gabe McMillen, G",STET,32,7.9,1.3,3,42,90,0.467,43,88.0,0.489,1.42,0.596
1191,112,"Kyle Shiloh, G",NEV,32,8.8,1.4,3,46,99,0.465,44,113.0,0.389,1.33,0.533
1192,113,"Jamal Abu-Shamala, G-F",MINN,28,4.9,0.9,2,26,56,0.464,21,45.0,0.467,1.37,0.594
1193,114,"Steve Novak, F",MARQ,30,17.5,3.9,8,116,250,0.464,52,103.0,0.505,1.48,0.64
1194,115,"James Collins, G",BSC,27,13.0,2.6,6,70,151,0.464,44,84.0,0.524,1.49,0.634
1195,116,"Chris Riouse, G",ORU,25,7.8,2.2,5,55,119,0.462,10,24.0,0.417,1.36,0.647
1196,117,"Kyle Anslinger, G",EVAN,29,10.0,2.1,4,60,130,0.462,38,91.0,0.418,1.31,0.579
1197,118,"Ryan Baumgartner, G",IDST,26,3.9,0.9,2,24,52,0.462,9,22.0,0.409,1.38,0.608
1198,119,"Josh Shipp, G-F",UCLA,4,11.3,1.5,3,6,13,0.462,10,26.0,0.385,1.15,0.487
1199,120,"Seth Colclasure, G",VALP,29,8.6,2.0,4,58,126,0.46,26,42.0,0.619,1.49,0.673
1200,1,"Harris Mansell, G",RID,30,12.4,2.3,4,70,132,0.53,50,131.0,0.382,1.41,0.589
1201,2,"Josh Carter, G-F",TAMU,31,12.6,2.7,5,83,161,0.516,44,90.0,0.489,1.55,0.671
1202,3,"Pete Campbell, F",BUT,32,8.9,2.2,4,71,138,0.514,23,41.0,0.561,1.6,0.723
1203,4,"Shaun Green, F",UTAH,30,11.1,2.1,4,64,125,0.512,54,98.0,0.551,1.5,0.673
1204,5,"Marquis Ford, G",SFU,24,9.3,2.1,4,51,100,0.51,19,63.0,0.302,1.37,0.586
1205,6,"Jeremy Crouch, G",BRAD,25,13.9,3.1,6,77,151,0.51,35,95.0,0.368,1.41,0.612
1206,7,"John Baumann, F",CLMB,28,13.3,1.0,2,29,57,0.509,116,194.0,0.598,1.49,0.635
1207,8,"Matt Bell, G",ARMY,30,14.6,1.4,3,43,86,0.5,91,196.0,0.464,1.56,0.551
1208,9,"Derek Stockalper, G-F",CP,30,14.4,2.3,5,69,139,0.496,88,152.0,0.579,1.49,0.658
1209,10,"Justin Hawkins, F",IPFW,28,5.5,1.3,3,36,73,0.493,17,38.0,0.447,1.38,0.64
1210,11,"Austin Ainge, G",BYU,33,7.8,1.6,3,54,110,0.491,25,58.0,0.431,1.52,0.631
1211,12,"Stephen Sir, G",NAU,30,15.1,4.1,8,124,254,0.488,18,49.0,0.367,1.49,0.673
1212,13,"Richie Williams, G",SDSU,31,7.2,1.2,2,37,77,0.481,33,77.0,0.429,1.44,0.575
1213,14,"Levi Dyer, C",ILST,31,12.1,1.9,4,60,125,0.48,71,129.0,0.55,1.48,0.634
1214,15,"Jared Josten, G",UNI,31,7.8,1.1,2,35,73,0.479,47,108.0,0.435,1.34,0.55
1215,16,"Jimmy Baron, G",URI,32,14.6,3.0,6,97,203,0.478,52,103.0,0.505,1.53,0.645
1216,17,"Cameron Rundles, G",MONT,32,8.3,1.3,3,43,90,0.478,46,111.0,0.414,1.31,0.55
1217,18,"Josh Washington, G",AMCC,31,12.9,2.9,6,89,187,0.476,38,68.0,0.559,1.57,0.673
1218,19,"Jonathan Wallace, G",GTWN,32,11.1,1.8,4,59,124,0.476,57,108.0,0.528,1.53,0.627
1219,20,"Adrian Banks, G",ARST,33,21.1,2.9,6,97,204,0.475,135,264.0,0.511,1.49,0.599
1220,21,"Leonard Mendez, G",GAST,30,13.8,1.9,4,58,122,0.475,91,184.0,0.495,1.35,0.582
1221,22,"Orlando Mendez-Valdez, G",WKU,33,9.4,1.4,3,45,95,0.474,56,104.0,0.538,1.56,0.621
1222,23,"James Parlow, G",UNO,27,12.9,3.1,7,85,180,0.472,37,88.0,0.42,1.3,0.614
1223,24,"Blake Ahearn, G",MOST,32,15.4,2.8,6,91,193,0.472,56,119.0,0.471,1.58,0.617
1224,25,"Tyler Morris, G",BU,30,13.4,2.0,4,60,128,0.469,75,164.0,0.457,1.38,0.565
1225,26,"Jerry Smith, G",LOU,32,8.0,1.6,3,52,111,0.468,34,71.0,0.479,1.4,0.615
1226,27,"Michael Drum, F",WAKE,30,8.4,1.2,3,37,79,0.468,38,89.0,0.427,1.5,0.557
1227,28,"Louis Dale, G",COR,28,13.3,1.6,3,44,94,0.468,67,144.0,0.465,1.56,0.559
1228,29,"Chris Lutz, G",PUR,32,5.9,1.7,4,54,116,0.466,7,18.0,0.389,1.41,0.657
1229,30,"Chad Toppert, G",UNM,32,9.5,2.7,6,85,183,0.464,15,31.0,0.484,1.42,0.666
1230,31,"Derek Drews, F",WMU,32,6.6,1.8,4,56,121,0.463,14,38.0,0.368,1.33,0.616
1231,32,"Juan Pablo Silveira, G",WEB,31,11.2,1.8,4,55,119,0.462,56,117.0,0.479,1.47,0.587
1232,33,"Troy Cotton, G",GB,33,7.6,1.6,4,54,117,0.462,25,62.0,0.403,1.41,0.592
1233,34,"Danny Cavic, G-F",SF,27,6.0,1.3,3,36,78,0.462,22,42.0,0.524,1.34,0.633
1234,35,"Drew Lavender, G",XAV,32,11.2,1.6,3,51,111,0.459,60,126.0,0.476,1.51,0.576
1235,36,"Dan Cage, G",VAN,31,11.2,2.4,5,73,159,0.459,34,73.0,0.466,1.5,0.619
1236,37,"Dan Nwaelele, F",AFA,31,14.3,2.2,5,67,146,0.459,77,129.0,0.597,1.61,0.645
1237,38,"D.J. Augustin, G",TEX,33,14.5,1.3,3,44,96,0.458,103,227.0,0.454,1.48,0.523
1238,39,"Brian Roberts, G",DAY,31,18.5,2.6,6,82,179,0.458,97,207.0,0.469,1.48,0.57
1239,40,"Alex Harris, G",UCSB,29,21.1,2.4,5,71,155,0.458,120,246.0,0.488,1.52,0.565
1240,41,"Jared Dudley, F",BC,28,19.0,1.4,3,38,83,0.458,140,234.0,0.598,1.68,0.621
1241,42,"Andy Wicke, G",BEL,29,9.5,2.6,6,75,164,0.457,17,33.0,0.515,1.4,0.657
1242,43,"Samuel Haanpaa, G",VALP,29,12.0,2.6,6,75,164,0.457,25,67.0,0.373,1.5,0.595
1243,44,"Lee Humphrey, G",FLA,34,9.9,2.6,6,90,197,0.457,29,54.0,0.537,1.34,0.653
1244,45,"Mike Schachtner, F",GB,33,14.9,1.6,3,52,114,0.456,116,227.0,0.511,1.44,0.569
