,RK,PLAYER,TEAM,GP,PPG,FGM,FGA,total_FGM,total_FGA,FG%,2PM,2PA,2P%,PPS,adj_FG%
972,13,"Randolph Morris, F-C",UK,19,13.5,5.5,8.7,104,166,0.627,104,166,0.627,1.54,0.627
973,14,"Roderick Rodgers, F",UTSA,22,7.0,3.2,5.1,70,112,0.625,70,110,0.636,1.38,0.625
974,15,"Charles Anderson, F",CHAT,32,10.4,4.1,6.6,131,210,0.624,131,210,0.624,1.58,0.624
975,16,"Courtney Sims, C",MICH,28,11.6,4.5,7.2,126,202,0.624,126,202,0.624,1.6,0.624
976,17,"Michael Harrison, F",CSU,31,12.4,5.2,8.3,160,257,0.623,158,253,0.625,1.49,0.626
977,18,"Kyle Hines, F",UNCG,30,19.3,8.0,12.8,239,384,0.622,237,373,0.635,1.51,0.625
978,19,"Eric Williams, C",WAKE,33,16.6,6.6,10.7,219,352,0.622,219,352,0.622,1.55,0.622
979,20,"Andrew Strait, F-C",MONT,29,16.7,7.2,11.6,209,336,0.622,207,333,0.622,1.44,0.625
980,21,"Nate Harris, F",USU,31,17.2,6.7,10.7,207,333,0.622,200,315,0.635,1.6,0.632
981,22,"Michael Phillips, F",USA,30,8.1,3.3,5.3,99,160,0.619,99,155,0.639,1.51,0.619
982,23,"Kibwe Trim, F-C",SHU,28,19.2,6.9,11.2,194,314,0.618,194,314,0.618,1.71,0.618
983,24,"Al Horford, F-C",FLA,33,11.2,4.5,7.3,148,240,0.617,148,238,0.622,1.55,0.617
984,25,"Michael Southall, C",ULL,28,15.8,5.9,9.5,164,266,0.617,164,265,0.619,1.67,0.617
985,26,"James Augustine, F-C",ILL,31,13.5,5.3,8.6,164,266,0.617,163,264,0.617,1.58,0.618
986,27,"Jermaine Griffin, F",UTA,30,8.5,3.5,5.7,105,171,0.614,105,171,0.614,1.49,0.614
987,28,"Renaldo Balkman, F",SC,33,9.8,4.0,6.6,133,217,0.613,129,206,0.626,1.49,0.622
988,29,"Alioune Beye, C",MTST,30,11.6,4.6,7.5,138,226,0.611,138,226,0.611,1.54,0.611
989,30,"Josh McRoberts, F-C",DUKE,33,8.5,3.2,5.2,105,172,0.61,100,162,0.617,1.63,0.625
990,31,"Hilton Armstrong, F-C",CONN,30,9.8,3.5,5.8,106,174,0.609,105,172,0.61,1.7,0.612
991,32,"Stephane Lasme, F",UMASS,28,10.5,3.9,6.4,109,179,0.609,109,179,0.609,1.64,0.609
992,33,"Calvin Brown, C",NORF,31,9.5,3.5,5.7,107,177,0.605,107,177,0.605,1.67,0.605
993,34,"Aubin Scott, G-F",LIU,25,9.7,3.6,6.0,91,151,0.603,84,131,0.641,1.61,0.626
994,35,"Yemi Nicholson, C",DEN,31,19.9,7.7,12.7,238,395,0.603,238,395,0.603,1.56,0.603
995,36,"Chris Daniels, C",AMCC,27,15.0,5.9,9.9,160,266,0.602,152,249,0.61,1.52,0.617
996,37,"McHugh Mattis, F",USF,29,9.6,3.6,6.0,105,175,0.6,105,173,0.607,1.59,0.6
997,38,"Cedric Simmons, C",NCST,30,11.8,3.9,6.6,118,197,0.599,116,195,0.595,1.8,0.604
998,39,"Tyrus Thomas, F",LSU,27,12.7,4.9,8.1,131,219,0.598,130,218,0.596,1.57,0.6
999,40,"Ra'Sean Dickey, C",GT,28,13.2,5.3,8.9,148,248,0.597,147,246,0.598,1.49,0.599
1000,41,"James Mathis, F",NIAG,29,11.4,4.1,6.8,118,198,0.596,116,187,0.62,1.67,0.601
1001,42,"Will Thomas, F",GMU,30,11.6,4.9,8.2,146,245,0.596,146,244,0.598,1.42,0.596
1002,43,"Parnell Smith, F",BUFF,27,8.6,3.6,6.0,97,163,0.595,95,156,0.609,1.42,0.601
1003,44,"Vova Severovas, F",OAK,22,14.9,5.2,8.7,114,192,0.594,114,191,0.597,1.71,0.594
1004,45,"Boomer Herndon, C",BEL,30,14.9,6.0,10.2,181,305,0.593,181,305,0.593,1.47,0.593
1005,46,"J.P. Batista, F-C",GONZ,30,19.3,7.1,12.0,213,359,0.593,210,352,0.597,1.62,0.597
1006,47,"Issa Konare, F",HP,29,9.6,3.9,6.5,112,189,0.593,96,154,0.623,1.47,0.635
1007,48,"Leon Williams, F",OHIO,30,11.0,4.2,7.1,126,213,0.592,126,213,0.592,1.55,0.592
1008,49,"Kenny Adeleke, F",HART,28,20.7,8.0,13.5,223,377,0.592,223,377,0.592,1.54,0.592
1009,50,"Shawn Hopes, C",OAK,29,9.2,3.8,6.4,110,186,0.591,110,186,0.591,1.44,0.591
1010,51,"Tim Pollitz, F",M-OH,25,12.5,5.4,9.2,136,230,0.591,136,228,0.596,1.36,0.591
1011,52,"Darnell Wilson, F",CAN,29,12.9,5.2,8.8,150,254,0.591,150,252,0.595,1.47,0.591
1012,53,"Cass Matheus, C",USU,31,9.2,3.9,6.6,121,205,0.59,121,205,0.59,1.4,0.59
1013,54,"Ruben Boykin Jr., F",NAU,31,13.4,4.9,8.3,151,256,0.59,149,247,0.603,1.62,0.594
1014,55,"LaMarcus Aldridge, F",TEX,33,15.0,6.0,10.1,197,334,0.59,197,334,0.59,1.49,0.59
1015,56,"Kadrian Bryant, F",MVSU,26,7.9,3.0,5.2,79,134,0.59,79,132,0.598,1.53,0.59
1016,57,"Kasey Winters, C",IDST,27,9.9,3.6,6.2,98,167,0.587,98,166,0.59,1.59,0.587
1017,58,"Mario Boggan, F-C",OKST,32,14.8,5.5,9.4,177,302,0.586,168,276,0.609,1.56,0.601
1018,59,"Herbert Hill, F-C",PROV,27,9.0,3.7,6.3,99,169,0.586,99,169,0.586,1.43,0.586
1019,60,"Ryan Stilphen, F-C",MRST,29,12.1,4.8,8.2,140,239,0.586,137,226,0.606,1.46,0.592
1020,61,"Michael Tuck, F",L-MD,28,9.1,3.7,6.3,103,176,0.585,95,152,0.625,1.45,0.608
1021,62,"Calvin Chitwood, F",CSN,20,11.8,4.7,8.0,93,159,0.585,87,142,0.613,1.48,0.604
1022,63,"Roy Hibbert, C",GTWN,30,11.2,4.3,7.3,128,219,0.584,128,219,0.584,1.53,0.584
1023,64,"Chris McNaughton, C",BUCK,30,12.9,5.3,9.1,160,274,0.584,158,268,0.59,1.42,0.588
1024,65,"Shelden Williams, F",DUKE,33,18.4,6.5,11.1,213,365,0.584,211,360,0.586,1.67,0.586
1025,66,"Michael White, C",PAC,32,7.3,3.1,5.3,98,168,0.583,98,168,0.583,1.39,0.583
1026,67,"James Hughes, C",NIU,25,9.6,4.1,7.1,103,177,0.582,103,177,0.582,1.35,0.582
1027,68,"Juan Wyatt, C",ALCN,28,9.5,4.0,6.8,111,191,0.581,111,190,0.584,1.39,0.581
1028,69,"Quincy Davis, F-C",TULN,29,13.1,5.1,8.7,147,253,0.581,145,250,0.58,1.51,0.585
1029,70,"David Padgett, C",LOU,24,11.8,4.5,7.8,109,188,0.58,109,187,0.583,1.51,0.58
1030,71,"Craig Smith, F",BC,33,17.3,6.5,11.3,216,373,0.579,215,362,0.594,1.53,0.58
1031,72,"Brandon Polk, F",BUT,31,18.2,7.1,12.3,220,380,0.579,220,377,0.584,1.48,0.579
1032,73,"Seth Robinson, F",BSU,29,7.2,3.0,5.2,88,152,0.579,82,138,0.594,1.38,0.599
1033,74,"Rome Sanders, F",FAMU,31,11.1,3.9,6.8,122,211,0.578,122,211,0.578,1.63,0.578
1034,75,"Lester Abram, G-F",MICH,16,10.9,3.9,6.8,63,109,0.578,48,75,0.64,1.6,0.647
1035,76,"Tyler Hansbrough, F",UNC,29,19.1,6.4,11.1,186,322,0.578,184,319,0.577,1.72,0.581
1036,77,"Akin Akingbala, F",CLEM,30,11.7,4.5,7.7,134,232,0.578,134,232,0.578,1.52,0.578
1037,78,"Byron Allen, C",NWST,32,7.8,3.0,5.3,97,168,0.577,97,167,0.581,1.48,0.577
1038,79,"Arturo Dubois, F",MAN,28,15.3,6.4,11.1,180,312,0.577,180,312,0.577,1.37,0.577
1039,80,"Alonzo Hird, F",EKY,28,7.9,3.2,5.6,90,156,0.577,90,156,0.577,1.41,0.577
1040,81,"Ben Devoe, C",UVU,29,10.0,4.3,7.5,125,217,0.576,125,217,0.576,1.33,0.576
1041,82,"Darnell Dialls, F-C",EKY,30,7.1,2.9,5.1,88,153,0.575,88,152,0.579,1.4,0.575
1042,83,"Jordan Pleiman, F",WRST,28,10.5,4.1,7.1,115,200,0.575,115,200,0.575,1.48,0.575
1043,84,"Korvotney Barber, F",AUB,28,6.8,2.9,5.0,81,141,0.574,81,141,0.574,1.35,0.574
1044,85,"Lawrence Hamm, F",TOWS,28,15.6,6.0,10.4,167,291,0.574,159,266,0.598,1.5,0.588
1045,86,"Eric Coleman, C",UNI,32,11.7,4.7,8.1,149,260,0.573,149,259,0.575,1.43,0.573
1046,87,"Paul Butorac, F-C",EWU,29,10.3,3.8,6.6,110,192,0.573,103,176,0.585,1.56,0.591
1047,88,"Jelani Lawrence, F",SFU,28,10.8,4.4,7.6,122,213,0.573,119,204,0.583,1.42,0.58
1048,89,"Martin Klimes, F-C",UVM,30,11.4,4.3,7.6,130,227,0.573,130,227,0.573,1.51,0.573
1049,90,"Pops Mensah-Bonsu, F",GW,21,13.1,4.5,7.9,95,166,0.572,95,166,0.572,1.66,0.572
1050,91,"Ben Colbyn, F",BU,1,9.0,4.0,7.0,4,7,0.571,4,7,0.571,1.29,0.571
1051,92,"Taj Gray, F",OKLA,28,14.2,5.1,8.9,142,249,0.57,142,249,0.57,1.6,0.57
1052,93,"Spencer Tollackson, C",MINN,29,8.3,3.5,6.2,102,179,0.57,102,178,0.573,1.35,0.57
1053,94,"Leonta Matthews, F",TXSO,13,9.1,3.8,6.6,49,86,0.57,49,86,0.57,1.37,0.57
1054,95,"Howard Wilkerson, F",WOF,29,13.9,5.5,9.7,160,281,0.569,156,260,0.6,1.44,0.577
1055,96,"Paul Millsap, F",LT,32,19.7,7.8,13.8,251,441,0.569,247,428,0.577,1.43,0.574
1056,97,"Sasha Kaun, C",KU,32,8.2,3.2,5.7,103,181,0.569,103,181,0.569,1.45,0.569
1057,98,"Dominick Martin, C",YALE,22,13.7,6.0,10.5,132,232,0.569,132,232,0.569,1.3,0.569
1058,99,"Nate Janes, F",SUU,30,9.9,4.0,7.0,120,211,0.569,116,203,0.571,1.4,0.578
1059,100,"Kirk Williams, F",LONG,30,7.6,2.9,5.1,87,153,0.569,87,153,0.569,1.5,0.569
1060,101,"Terence Dials, F-C",OSU,30,15.0,6.0,10.5,179,315,0.568,179,314,0.57,1.43,0.568
1061,102,"Mike Housman, F",UMBC,29,7.9,3.4,6.1,100,176,0.568,100,175,0.571,1.3,0.568
1062,103,"Dwayne Curtis, C",MISS,29,13.6,5.5,9.7,159,280,0.568,159,280,0.568,1.4,0.568
1063,104,"Aaron Spears, F-C",SJU,26,7.2,2.9,5.2,76,134,0.567,76,134,0.567,1.4,0.567
1064,105,"Chuck Bailey, F",DET,32,10.1,3.8,6.8,123,217,0.567,123,217,0.567,1.48,0.567
1065,106,"Simon Conn, C",WEBB,29,15.1,6.4,11.4,187,330,0.567,186,324,0.574,1.33,0.568
1066,107,"Amadi McKenzie, F",TNTC,29,8.9,3.5,6.2,102,180,0.567,101,167,0.605,1.44,0.569
1067,108,"Paul Davis, C",MSU,32,17.8,6.3,11.1,201,355,0.566,195,337,0.579,1.6,0.575
1068,109,"Josh Boone, F-C",CONN,30,10.6,4.2,7.4,126,223,0.565,126,223,0.565,1.43,0.565
1069,110,"Kevin Jolley, F",QUIN,28,8.0,3.1,5.5,87,154,0.565,87,153,0.569,1.45,0.565
1070,111,"Ahmet Gueye, F",HAW,25,12.2,4.9,8.6,122,216,0.565,122,216,0.565,1.42,0.565
1071,112,"Charles Rhodes, F-C",MSST,29,13.8,5.3,9.4,154,273,0.564,153,271,0.565,1.47,0.566
1072,113,"Chuck Davis, F",ALA,14,15.3,5.7,10.1,80,142,0.563,73,120,0.608,1.51,0.588
1073,114,"Kevin Bookout, F",OKLA,28,11.1,4.4,7.8,123,219,0.562,123,218,0.564,1.42,0.562
1074,115,"Gary Ware, F",PUR,26,7.3,3.2,5.6,82,146,0.562,82,146,0.562,1.31,0.562
1075,116,"Mario Brown, F",JAC,26,8.2,3.2,5.8,84,150,0.56,82,144,0.569,1.42,0.567
1076,117,"Patrick O'Bryant, C",BRAD,22,13.2,5.3,9.5,117,209,0.56,117,209,0.56,1.39,0.56
1077,118,"Mike Gansey, F",WVU,30,17.2,6.3,11.3,190,340,0.559,121,184,0.658,1.52,0.66
1078,119,"Chaz Spicer, F",USU,31,7.8,3.1,5.5,95,170,0.559,94,167,0.563,1.42,0.562
1079,120,"Abram Donlon, F",UTSA,28,8.3,3.6,6.4,100,179,0.559,99,167,0.593,1.3,0.561
1080,1,"Sredrick Powe, F-C",BSC,28,10.5,4.0,5.7,111,159,0.698,111,159,0.698,1.86,0.698
1081,2,"Randall Hanke, F-C",PROV,27,13.0,5.5,8.1,149,220,0.677,149,220,0.677,1.6,0.677
1082,3,"Elgrace Wilborn, F-C",WKU,29,8.5,3.7,5.4,107,158,0.677,107,158,0.677,1.56,0.677
1083,4,"Cedric Smith, F",AMCC,27,12.9,5.1,7.8,139,210,0.662,138,206,0.67,1.66,0.664
1084,5,"Florentino Valencia, F",TOL,31,12.0,4.7,7.1,145,220,0.659,145,220,0.659,1.69,0.659
1085,6,"Kyle Young, F-C",MTSU,28,8.7,3.9,5.9,108,166,0.651,108,166,0.651,1.46,0.651
1086,7,"Matt Murrer, F",VMI,27,12.7,4.8,7.4,130,200,0.65,105,138,0.761,1.72,0.713
1087,8,"Joakim Noah, F-C",FLA,33,13.8,5.1,7.9,169,262,0.645,169,262,0.645,1.74,0.645
1088,9,"Brian Thornton, F",XAV,21,15.3,5.4,8.5,114,178,0.64,114,178,0.64,1.81,0.64
1089,10,"Dillion Sneed, F",ETSU,28,11.3,4.7,7.3,131,205,0.639,131,204,0.642,1.55,0.639
1090,11,"Andrea Crosariol, C",FDU,31,11.4,4.6,7.2,143,224,0.638,143,223,0.641,1.57,0.638
1091,12,"Gyno Pomare, F",USD,30,10.4,4.4,7.0,133,210,0.633,133,210,0.633,1.48,0.633
1092,13,"Randolph Morris, F-C",UK,19,13.5,5.5,8.7,104,166,0.627,104,166,0.627,1.54,0.627
1093,14,"Roderick Rodgers, F",UTSA,22,7.0,3.2,5.1,70,112,0.625,70,110,0.636,1.38,0.625
1094,15,"Charles Anderson, F",CHAT,32,10.4,4.1,6.6,131,210,0.624,131,210,0.624,1.58,0.624
1095,16,"Courtney Sims, C",MICH,28,11.6,4.5,7.2,126,202,0.624,126,202,0.624,1.6,0.624
1096,17,"Michael Harrison, F",CSU,31,12.4,5.2,8.3,160,257,0.623,158,253,0.625,1.49,0.626
1097,18,"Kyle Hines, F",UNCG,30,19.3,8.0,12.8,239,384,0.622,237,373,0.635,1.51,0.625
1098,19,"Eric Williams, C",WAKE,33,16.6,6.6,10.7,219,352,0.622,219,352,0.622,1.55,0.622
1099,20,"Andrew Strait, F-C",MONT,29,16.7,7.2,11.6,209,336,0.622,207,333,0.622,1.44,0.625
1100,21,"Nate Harris, F",USU,31,17.2,6.7,10.7,207,333,0.622,200,315,0.635,1.6,0.632
1101,22,"Michael Phillips, F",USA,30,8.1,3.3,5.3,99,160,0.619,99,155,0.639,1.51,0.619
1102,23,"Kibwe Trim, F-C",SHU,28,19.2,6.9,11.2,194,314,0.618,194,314,0.618,1.71,0.618
1103,24,"Al Horford, F-C",FLA,33,11.2,4.5,7.3,148,240,0.617,148,238,0.622,1.55,0.617
1104,25,"Michael Southall, C",ULL,28,15.8,5.9,9.5,164,266,0.617,164,265,0.619,1.67,0.617
1105,26,"James Augustine, F-C",ILL,31,13.5,5.3,8.6,164,266,0.617,163,264,0.617,1.58,0.618
1106,27,"Jermaine Griffin, F",UTA,30,8.5,3.5,5.7,105,171,0.614,105,171,0.614,1.49,0.614
1107,28,"Renaldo Balkman, F",SC,33,9.8,4.0,6.6,133,217,0.613,129,206,0.626,1.49,0.622
1108,29,"Alioune Beye, C",MTST,30,11.6,4.6,7.5,138,226,0.611,138,226,0.611,1.54,0.611
1109,30,"Josh McRoberts, F-C",DUKE,33,8.5,3.2,5.2,105,172,0.61,100,162,0.617,1.63,0.625
1110,31,"Hilton Armstrong, F-C",CONN,30,9.8,3.5,5.8,106,174,0.609,105,172,0.61,1.7,0.612
1111,32,"Stephane Lasme, F",UMASS,28,10.5,3.9,6.4,109,179,0.609,109,179,0.609,1.64,0.609
1112,33,"Calvin Brown, C",NORF,31,9.5,3.5,5.7,107,177,0.605,107,177,0.605,1.67,0.605
1113,34,"Aubin Scott, G-F",LIU,25,9.7,3.6,6.0,91,151,0.603,84,131,0.641,1.61,0.626
1114,35,"Yemi Nicholson, C",DEN,31,19.9,7.7,12.7,238,395,0.603,238,395,0.603,1.56,0.603
1115,36,"Chris Daniels, C",AMCC,27,15.0,5.9,9.9,160,266,0.602,152,249,0.61,1.52,0.617
1116,37,"McHugh Mattis, F",USF,29,9.6,3.6,6.0,105,175,0.6,105,173,0.607,1.59,0.6
1117,38,"Cedric Simmons, C",NCST,30,11.8,3.9,6.6,118,197,0.599,116,195,0.595,1.8,0.604
1118,39,"Tyrus Thomas, F",LSU,27,12.7,4.9,8.1,131,219,0.598,130,218,0.596,1.57,0.6
1119,40,"Ra'Sean Dickey, C",GT,28,13.2,5.3,8.9,148,248,0.597,147,246,0.598,1.49,0.599
1120,41,"Sredrick Powe, F-C",BSC,28,10.5,4.0,5.7,111,159,0.698,111,159,0.698,1.86,0.698
1121,42,"Randall Hanke, F-C",PROV,27,13.0,5.5,8.1,149,220,0.677,149,220,0.677,1.6,0.677
1122,43,"Elgrace Wilborn, F-C",WKU,29,8.5,3.7,5.4,107,158,0.677,107,158,0.677,1.56,0.677
1123,44,"Cedric Smith, F",AMCC,27,12.9,5.1,7.8,139,210,0.662,138,206,0.67,1.66,0.664
1124,45,"Florentino Valencia, F",TOL,31,12.0,4.7,7.1,145,220,0.659,145,220,0.659,1.69,0.659
1125,46,"Kyle Young, F-C",MTSU,28,8.7,3.9,5.9,108,166,0.651,108,166,0.651,1.46,0.651
1126,47,"Matt Murrer, F",VMI,27,12.7,4.8,7.4,130,200,0.65,105,138,0.761,1.72,0.713
1127,48,"Joakim Noah, F-C",FLA,33,13.8,5.1,7.9,169,262,0.645,169,262,0.645,1.74,0.645
1128,49,"Brian Thornton, F",XAV,21,15.3,5.4,8.5,114,178,0.64,114,178,0.64,1.81,0.64
1129,50,"Dillion Sneed, F",ETSU,28,11.3,4.7,7.3,131,205,0.639,131,204,0.642,1.55,0.639
1130,51,"Andrea Crosariol, C",FDU,31,11.4,4.6,7.2,143,224,0.638,143,223,0.641,1.57,0.638
1131,52,"Gyno Pomare, F",USD,30,10.4,4.4,7.0,133,210,0.633,133,210,0.633,1.48,0.633
1132,53,"Randolph Morris, F-C",UK,19,13.5,5.5,8.7,104,166,0.627,104,166,0.627,1.54,0.627
1133,54,"Roderick Rodgers, F",UTSA,22,7.0,3.2,5.1,70,112,0.625,70,110,0.636,1.38,0.625
1134,55,"Charles Anderson, F",CHAT,32,10.4,4.1,6.6,131,210,0.624,131,210,0.624,1.58,0.624
1135,56,"Courtney Sims, C",MICH,28,11.6,4.5,7.2,126,202,0.624,126,202,0.624,1.6,0.624
1136,57,"Michael Harrison, F",CSU,31,12.4,5.2,8.3,160,257,0.623,158,253,0.625,1.49,0.626
1137,58,"Kyle Hines, F",UNCG,30,19.3,8.0,12.8,239,384,0.622,237,373,0.635,1.51,0.625
1138,59,"Eric Williams, C",WAKE,33,16.6,6.6,10.7,219,352,0.622,219,352,0.622,1.55,0.622
1139,60,"Andrew Strait, F-C",MONT,29,16.7,7.2,11.6,209,336,0.622,207,333,0.622,1.44,0.625
1140,61,"Nate Harris, F",USU,31,17.2,6.7,10.7,207,333,0.622,200,315,0.635,1.6,0.632
1141,62,"Michael Phillips, F",USA,30,8.1,3.3,5.3,99,160,0.619,99,155,0.639,1.51,0.619
1142,63,"Kibwe Trim, F-C",SHU,28,19.2,6.9,11.2,194,314,0.618,194,314,0.618,1.71,0.618
1143,64,"Al Horford, F-C",FLA,33,11.2,4.5,7.3,148,240,0.617,148,238,0.622,1.55,0.617
1144,65,"Michael Southall, C",ULL,28,15.8,5.9,9.5,164,266,0.617,164,265,0.619,1.67,0.617
1145,66,"James Augustine, F-C",ILL,31,13.5,5.3,8.6,164,266,0.617,163,264,0.617,1.58,0.618
1146,67,"Jermaine Griffin, F",UTA,30,8.5,3.5,5.7,105,171,0.614,105,171,0.614,1.49,0.614
1147,68,"Renaldo Balkman, F",SC,33,9.8,4.0,6.6,133,217,0.613,129,206,0.626,1.49,0.622
1148,69,"Alioune Beye, C",MTST,30,11.6,4.6,7.5,138,226,0.611,138,226,0.611,1.54,0.611
1149,70,"Josh McRoberts, F-C",DUKE,33,8.5,3.2,5.2,105,172,0.61,100,162,0.617,1.63,0.625
1150,71,"Hilton Armstrong, F-C",CONN,30,9.8,3.5,5.8,106,174,0.609,105,172,0.61,1.7,0.612
1151,72,"Stephane Lasme, F",UMASS,28,10.5,3.9,6.4,109,179,0.609,109,179,0.609,1.64,0.609
1152,73,"Calvin Brown, C",NORF,31,9.5,3.5,5.7,107,177,0.605,107,177,0.605,1.67,0.605
1153,74,"Aubin Scott, G-F",LIU,25,9.7,3.6,6.0,91,151,0.603,84,131,0.641,1.61,0.626
1154,75,"Yemi Nicholson, C",DEN,31,19.9,7.7,12.7,238,395,0.603,238,395,0.603,1.56,0.603
1155,76,"Chris Daniels, C",AMCC,27,15.0,5.9,9.9,160,266,0.602,152,249,0.61,1.52,0.617
1156,77,"McHugh Mattis, F",USF,29,9.6,3.6,6.0,105,175,0.6,105,173,0.607,1.59,0.6
1157,78,"Cedric Simmons, C",NCST,30,11.8,3.9,6.6,118,197,0.599,116,195,0.595,1.8,0.604
1158,79,"Tyrus Thomas, F",LSU,27,12.7,4.9,8.1,131,219,0.598,130,218,0.596,1.57,0.6
1159,80,"Ra'Sean Dickey, C",GT,28,13.2,5.3,8.9,148,248,0.597,147,246,0.598,1.49,0.599
1160,81,"Sredrick Powe, F-C",BSC,28,10.5,4.0,5.7,111,159,0.698,111,159,0.698,1.86,0.698
1161,82,"Randall Hanke, F-C",PROV,27,13.0,5.5,8.1,149,220,0.677,149,220,0.677,1.6,0.677
1162,83,"Elgrace Wilborn, F-C",WKU,29,8.5,3.7,5.4,107,158,0.677,107,158,0.677,1.56,0.677
1163,84,"Cedric Smith, F",AMCC,27,12.9,5.1,7.8,139,210,0.662,138,206,0.67,1.66,0.664
1164,85,"Florentino Valencia, F",TOL,31,12.0,4.7,7.1,145,220,0.659,145,220,0.659,1.69,0.659
1165,86,"Kyle Young, F-C",MTSU,28,8.7,3.9,5.9,108,166,0.651,108,166,0.651,1.46,0.651
1166,87,"Matt Murrer, F",VMI,27,12.7,4.8,7.4,130,200,0.65,105,138,0.761,1.72,0.713
1167,88,"Joakim Noah, F-C",FLA,33,13.8,5.1,7.9,169,262,0.645,169,262,0.645,1.74,0.645
1168,89,"Brian Thornton, F",XAV,21,15.3,5.4,8.5,114,178,0.64,114,178,0.64,1.81,0.64
1169,90,"Dillion Sneed, F",ETSU,28,11.3,4.7,7.3,131,205,0.639,131,204,0.642,1.55,0.639
1170,91,"Andrea Crosariol, C",FDU,31,11.4,4.6,7.2,143,224,0.638,143,223,0.641,1.57,0.638
1171,92,"Gyno Pomare, F",USD,30,10.4,4.4,7.0,133,210,0.633,133,210,0.633,1.48,0.633
1172,93,"Randolph Morris, F-C",UK,19,13.5,5.5,8.7,104,166,0.627,104,166,0.627,1.54,0.627
1173,94,"Roderick Rodgers, F",UTSA,22,7.0,3.2,5.1,70,112,0.625,70,110,0.636,1.38,0.625
1174,95,"Charles Anderson, F",CHAT,32,10.4,4.1,6.6,131,210,0.624,131,210,0.624,1.58,0.624
1175,96,"Courtney Sims, C",MICH,28,11.6,4.5,7.2,126,202,0.624,126,202,0.624,1.6,0.624
1176,97,"Michael Harrison, F",CSU,31,12.4,5.2,8.3,160,257,0.623,158,253,0.625,1.49,0.626
1177,98,"Kyle Hines, F",UNCG,30,19.3,8.0,12.8,239,384,0.622,237,373,0.635,1.51,0.625
1178,99,"Eric Williams, C",WAKE,33,16.6,6.6,10.7,219,352,0.622,219,352,0.622,1.55,0.622
1179,100,"Andrew Strait, F-C",MONT,29,16.7,7.2,11.6,209,336,0.622,207,333,0.622,1.44,0.625
1180,101,"Nate Harris, F",USU,31,17.2,6.7,10.7,207,333,0.622,200,315,0.635,1.6,0.632
1181,102,"Michael Phillips, F",USA,30,8.1,3.3,5.3,99,160,0.619,99,155,0.639,1.51,0.619
1182,103,"Kibwe Trim, F-C",SHU,28,19.2,6.9,11.2,194,314,0.618,194,314,0.618,1.71,0.618
1183,104,"Al Horford, F-C",FLA,33,11.2,4.5,7.3,148,240,0.617,148,238,0.622,1.55,0.617
1184,105,"Michael Southall, C",ULL,28,15.8,5.9,9.5,164,266,0.617,164,265,0.619,1.67,0.617
1185,106,"James Augustine, F-C",ILL,31,13.5,5.3,8.6,164,266,0.617,163,264,0.617,1.58,0.618
1186,107,"Jermaine Griffin, F",UTA,30,8.5,3.5,5.7,105,171,0.614,105,171,0.614,1.49,0.614
1187,108,"Renaldo Balkman, F",SC,33,9.8,4.0,6.6,133,217,0.613,129,206,0.626,1.49,0.622
1188,109,"Alioune Beye, C",MTST,30,11.6,4.6,7.5,138,226,0.611,138,226,0.611,1.54,0.611
1189,110,"Josh McRoberts, F-C",DUKE,33,8.5,3.2,5.2,105,172,0.61,100,162,0.617,1.63,0.625
1190,111,"Hilton Armstrong, F-C",CONN,30,9.8,3.5,5.8,106,174,0.609,105,172,0.61,1.7,0.612
1191,112,"Stephane Lasme, F",UMASS,28,10.5,3.9,6.4,109,179,0.609,109,179,0.609,1.64,0.609
1192,113,"Calvin Brown, C",NORF,31,9.5,3.5,5.7,107,177,0.605,107,177,0.605,1.67,0.605
1193,114,"Aubin Scott, G-F",LIU,25,9.7,3.6,6.0,91,151,0.603,84,131,0.641,1.61,0.626
1194,115,"Yemi Nicholson, C",DEN,31,19.9,7.7,12.7,238,395,0.603,238,395,0.603,1.56,0.603
1195,116,"Chris Daniels, C",AMCC,27,15.0,5.9,9.9,160,266,0.602,152,249,0.61,1.52,0.617
1196,117,"McHugh Mattis, F",USF,29,9.6,3.6,6.0,105,175,0.6,105,173,0.607,1.59,0.6
1197,118,"Cedric Simmons, C",NCST,30,11.8,3.9,6.6,118,197,0.599,116,195,0.595,1.8,0.604
1198,119,"Tyrus Thomas, F",LSU,27,12.7,4.9,8.1,131,219,0.598,130,218,0.596,1.57,0.6
1199,120,"Ra'Sean Dickey, C",GT,28,13.2,5.3,8.9,148,248,0.597,147,246,0.598,1.49,0.599
1200,1,"Roy Hibbert, C",GTWN,32,12.7,4.9,7.0,156,225,0.693,156,225,0.693,1.8,0.693
1201,2,"Stuart Creason, C",CSU,30,10.2,3.9,5.9,118,176,0.67,118,176,0.67,1.74,0.67
1202,3,"Florentino Valencia, F",TOL,31,13.1,5.1,7.7,159,239,0.665,159,239,0.665,1.69,0.665
1203,4,"Vladimir Kuljanin, C",UNCW,29,13.6,5.7,8.6,165,249,0.663,165,249,0.663,1.58,0.663
1204,5,"Brandan Wright, F",UNC,33,15.0,6.3,9.5,208,314,0.662,208,314,0.662,1.57,0.662
1205,6,"Calvin Brown, C",NORF,30,12.9,5.1,7.8,152,233,0.652,152,233,0.652,1.66,0.652
1206,7,"Rome Sanders, F",FAMU,34,15.3,4.9,7.6,168,259,0.649,168,259,0.649,2.01,0.649
